StudentID,Semester,CGPA,MathScore,ProgrammingScore,DSAScore,ProjectScore
ST10129,4,5.7,54.76,57.14,51.16,49.64
ST10130,1,8.68,84.48,88.33,84.77,79.18
ST10130,2,9.06,89.02,96.85,87.85,81.74
ST10130,3,6.94,72.52,70.16,73.7,75.7
ST10130,4,8.24,68.6,80.15,77.92,83.18
ST10131,1,6.71,62.66,60.88,68.6,67.33
ST10131,2,5.31,48.03,60.13,51.42,53.37
ST10131,3,5.53,55.79,63.15,52.98,61.4
ST10131,4,7.08,59.84,72.86,80.66,77.14
ST10132,1,7.32,69.34,81.67,75.78,76.66
ST10132,2,7.05,75.8,81.57,68.88,75.19
ST10132,3,6.37,59.82,63.17,69.27,56.99
ST10132,4,6.32,53.15,66.94,64.64,66.07
ST10133,1,6.88,73.29,66.12,62.41,64.13
ST10133,2,5.9,56.47,54.71,49.71,68.83
ST10133,3,8.18,77.47,83.44,72.06,78.1
ST10133,4,6.66,70.84,64.29,64.28,58.57
ST10134,1,8.19,79.66,88.49,82.07,100.0
ST10134,2,7.3,69.25,69.34,67.57,70.61
ST10134,3,6.28,66.29,55.74,55.07,68.88
ST10134,4,9.26,92.5,73.59,93.51,89.25
ST10135,1,5.39,58.48,49.76,48.29,50.13
ST10135,2,8.69,76.79,88.57,85.69,81.62
ST10135,3,7.83,63.61,77.52,74.87,74.37
ST10135,4,6.09,48.41,58.52,64.25,61.3
ST10136,1,7.69,77.54,90.2,58.44,72.09
ST10136,2,7.28,61.41,69.28,76.02,81.03
ST10136,3,7.64,77.42,83.79,78.96,74.1
ST10136,4,8.7,82.19,91.92,80.2,79.44
ST10137,1,8.29,74.01,91.36,77.26,81.04
ST10137,2,7.51,72.89,68.48,77.25,65.35
ST10137,3,8.5,85.58,87.37,87.1,79.53
ST10137,4,5.24,59.0,57.86,45.67,49.5
ST10138,1,6.7,46.31,67.28,75.82,74.38
ST10138,2,6.2,51.31,57.55,71.31,54.01
ST10138,3,7.88,66.21,73.7,79.47,82.99
ST10138,4,8.08,75.32,82.13,89.13,71.23
ST10139,1,9.01,93.78,90.79,94.05,93.54
ST10139,2,8.45,74.89,97.82,87.2,74.92
ST10139,3,8.47,76.91,88.41,86.03,77.49
ST10139,4,8.15,83.16,76.41,92.09,90.54
ST10140,1,6.12,68.92,55.3,59.86,63.58
ST10140,2,6.81,71.14,68.35,52.98,61.03
ST10140,3,7.67,74.4,75.83,73.15,82.36
ST10140,4,5.87,49.16,62.9,64.61,69.81
ST10141,1,5.55,48.98,46.66,45.91,57.21
ST10141,2,6.3,65.66,65.99,67.54,67.28
ST10141,3,8.04,77.34,97.16,72.73,85.83
ST10141,4,8.38,83.39,69.96,90.22,79.34
ST10142,1,8.12,81.61,77.11,75.35,89.23
ST10142,2,5.21,53.7,48.61,53.71,69.07
ST10142,3,8.41,72.23,85.48,90.96,81.0
ST10142,4,7.03,54.23,71.26,75.01,79.05
ST10143,1,7.25,64.95,83.01,69.4,82.72
ST10143,2,6.54,65.95,68.76,73.7,59.74
ST10143,3,6.89,66.85,68.54,71.06,56.27
ST10143,4,8.47,80.23,84.45,79.75,78.32
ST10144,1,7.98,81.45,79.73,91.58,81.66
ST10144,2,6.48,52.82,63.58,62.84,60.96
ST10144,3,7.54,71.32,76.25,81.4,77.63
ST10144,4,6.75,61.3,63.95,69.59,50.65
ST10145,1,8.99,72.69,84.01,85.98,94.06
ST10145,2,7.38,62.21,81.68,77.44,72.1
ST10145,3,6.51,64.89,69.36,70.0,68.77
ST10145,4,6.79,48.09,61.41,72.72,72.75
ST10146,1,6.33,66.53,58.96,70.17,63.91
ST10146,2,8.43,74.12,93.63,85.68,86.34
ST10146,3,8.26,88.51,77.29,82.52,82.85
ST10146,4,7.16,63.78,71.39,79.07,71.44
ST10147,1,6.6,64.56,63.12,71.6,70.98
ST10147,2,8.55,69.97,82.82,95.77,87.82
ST10147,3,5.68,46.53,69.17,73.44,68.06
ST10147,4,6.88,52.13,73.49,62.43,62.16
ST10148,1,5.49,64.69,51.43,64.17,54.06
ST10148,2,9.41,85.27,100.0,99.35,93.66
ST10148,3,8.06,65.77,85.56,82.71,84.57
ST10148,4,7.5,76.62,89.2,76.31,76.68
ST10149,1,7.67,73.24,91.05,60.59,80.31
ST10149,2,6.67,63.57,59.77,70.5,58.73
ST10149,3,8.58,87.1,79.95,81.19,83.93
ST10149,4,6.99,68.38,76.21,69.27,62.4
ST10150,1,6.52,54.22,57.21,55.97,77.43
ST10150,2,8.19,80.15,80.64,89.7,88.03
ST10150,3,8.44,86.62,79.62,89.87,99.22
ST10150,4,8.52,89.64,90.62,75.78,87.61
ST10151,1,6.55,61.77,63.17,77.01,69.45
ST10151,2,6.48,59.29,72.61,60.45,65.41
ST10151,3,7.18,73.35,75.19,76.67,65.29
ST10151,4,8.24,84.41,91.42,80.08,73.08
ST10152,1,8.37,94.33,82.34,83.14,82.72
ST10152,2,7.79,81.17,71.52,74.31,81.49
ST10152,3,6.73,69.81,69.2,65.74,66.63
ST10152,4,5.84,52.3,59.86,54.42,64.65
ST10153,1,7.77,81.68,74.81,80.69,83.5
ST10153,2,7.61,56.89,74.04,71.54,75.46
ST10153,3,6.51,68.59,61.3,69.01,76.56
ST10153,4,8.36,79.68,81.45,76.32,86.49
ST10154,1,6.04,59.08,64.31,58.12,62.01
ST10154,2,8.38,79.16,81.33,74.08,85.99
ST10154,3,8.16,77.88,70.08,93.43,86.68
ST10154,4,8.19,82.74,81.21,83.86,83.57
ST10155,1,7.28,62.72,66.61,70.81,73.67
ST10155,2,6.37,62.99,54.98,59.85,60.69
ST10155,3,6.43,65.03,74.52,64.19,78.93
ST10155,4,8.9,96.28,79.02,100.0,82.04
ST10156,1,7.85,67.45,91.88,68.49,79.22
ST10156,2,7.02,58.76,82.46,66.57,83.12
ST10156,3,5.08,48.96,50.83,55.37,50.07
ST10156,4,6.53,69.94,56.86,61.29,71.22
ST10157,1,5.84,61.3,64.14,54.16,71.62
ST10157,2,6.16,61.0,70.79,75.4,62.99
ST10157,3,7.76,70.88,86.24,77.42,75.97
ST10157,4,6.89,61.99,70.99,68.0,59.02
ST10158,1,7.39,73.16,72.78,83.66,74.96
ST10158,2,4.51,43.69,55.59,39.47,42.84
ST10158,3,6.38,60.29,66.21,61.2,74.28
ST10158,4,7.46,82.29,66.97,74.43,79.68
ST10159,1,7.54,70.29,76.37,77.61,74.59
ST10159,2,5.62,48.86,59.99,58.12,55.76
ST10159,3,6.5,47.29,68.64,66.25,68.0
ST10159,4,5.57,60.75,67.16,60.78,55.47
ST10160,1,6.69,57.88,70.55,69.18,66.77
ST10160,2,7.39,77.75,75.46,71.2,65.49
ST10160,3,8.18,78.12,89.22,85.81,91.04
ST10160,4,6.29,62.96,63.31,71.49,57.49
ST10161,1,6.99,54.25,65.31,73.75,76.51
ST10161,2,8.16,70.88,83.59,85.16,80.76
ST10161,3,8.38,81.9,82.42,86.13,77.59
ST10161,4,6.32,57.23,66.78,65.5,65.72
ST10162,1,7.51,77.86,67.64,72.88,70.12
ST10162,2,5.81,45.76,61.89,55.61,54.66
ST10162,3,8.18,78.13,85.72,76.84,84.31
ST10162,4,5.08,55.32,52.11,56.24,41.39
ST10163,1,6.9,75.51,77.38,76.28,69.63
ST10163,2,7.4,71.04,73.08,75.82,71.65
ST10163,3,6.77,57.84,63.53,76.12,77.13
ST10163,4,7.98,78.1,73.41,87.36,77.76
ST10164,1,7.81,79.45,74.18,69.6,82.57
ST10164,2,7.84,81.07,79.08,92.48,80.42
ST10164,3,6.88,70.61,65.02,74.1,63.3
ST10164,4,8.43,82.04,87.41,82.93,80.08
ST10165,1,8.32,77.09,73.17,80.05,87.77
ST10165,2,6.36,70.42,47.3,61.14,70.26
ST10165,3,7.01,61.36,58.25,70.81,83.3
ST10165,4,6.55,62.52,59.91,63.54,73.89
ST10166,1,6.84,68.07,75.92,63.03,62.03
ST10166,2,7.24,82.15,59.88,87.22,73.73
ST10166,3,8.04,74.82,74.08,75.97,79.51
ST10166,4,8.12,87.17,68.33,85.22,97.59
ST10167,1,7.34,68.59,67.02,80.19,86.97
ST10167,2,5.16,58.37,55.75,48.23,43.72
ST10167,3,5.34,51.75,52.62,62.44,47.04
ST10167,4,6.74,74.33,77.54,68.35,56.95
ST10168,1,6.37,55.28,69.55,65.28,62.21
ST10168,2,6.83,74.08,65.16,65.84,69.1
ST10168,3,8.61,97.18,81.73,78.74,90.63
ST10168,4,6.37,67.8,60.37,73.38,70.36
ST10169,1,5.46,65.19,38.61,52.82,64.59
ST10169,2,6.95,75.14,64.95,71.21,63.08
ST10169,3,8.65,99.03,76.42,84.23,81.7
ST10169,4,6.39,63.98,63.89,65.84,59.5
ST10170,1,8.94,82.96,87.76,91.36,92.12
ST10170,2,6.01,56.06,62.72,53.55,64.63
ST10170,3,5.77,53.17,65.49,62.11,51.88
ST10170,4,6.08,51.49,66.33,63.0,66.21
ST10171,1,7.88,62.96,77.85,89.73,87.2
ST10171,2,8.53,75.88,83.99,89.29,75.0
ST10171,3,7.13,61.64,74.97,80.04,75.44
ST10171,4,7.35,63.23,74.04,66.18,79.78
ST10172,1,7.53,78.87,75.59,72.9,71.17
ST10172,2,8.43,70.75,82.57,94.25,94.24
ST10172,3,6.47,60.29,63.12,70.3,66.93
ST10172,4,8.56,71.91,85.62,86.12,77.29
ST10173,1,7.13,62.66,74.24,60.95,72.07
ST10173,2,7.08,71.26,66.17,68.5,77.24
ST10173,3,7.08,78.37,87.66,78.86,70.08
ST10173,4,7.73,75.59,73.22,70.28,76.52
ST10174,1,7.34,69.34,72.13,80.81,77.02
ST10174,2,6.18,66.86,68.92,68.57,64.89
ST10174,3,6.85,63.95,74.64,69.19,74.59
ST10174,4,5.65,47.81,58.77,57.15,56.52
ST10175,1,7.41,67.51,76.44,83.97,74.58
ST10175,2,6.55,64.05,63.61,64.14,78.63
ST10175,3,6.46,67.68,70.52,72.81,76.54
ST10175,4,4.46,35.17,48.65,56.62,31.08
ST10176,1,6.97,65.65,71.99,72.51,76.1
ST10176,2,6.96,67.06,65.67,75.66,76.4
ST10176,3,8.13,81.89,73.68,83.21,92.12
ST10176,4,7.63,79.16,69.23,66.28,76.21
ST10177,1,6.24,59.2,59.91,69.35,60.93
ST10177,2,5.13,57.82,63.78,50.02,47.91
ST10177,3,8.68,83.8,81.92,94.52,76.3
ST10177,4,7.03,53.3,68.99,64.28,68.09
ST10178,1,7.69,76.4,79.64,85.31,79.19
ST10178,2,7.55,82.31,82.52,73.16,74.79
ST10178,3,8.47,77.93,83.54,88.77,82.62
ST10178,4,7.21,79.41,67.93,72.3,75.12
ST10179,1,4.78,55.71,48.86,42.26,55.82
ST10179,2,7.64,58.74,71.87,83.97,79.28
ST10179,3,6.69,63.51,63.63,59.01,74.26
ST10179,4,6.93,73.63,72.07,64.7,85.33
ST10180,1,5.55,53.9,65.08,59.53,59.91
ST10180,2,6.12,49.07,68.78,58.72,59.48
ST10180,3,6.96,55.81,70.71,73.25,74.0
ST10180,4,7.02,73.8,75.94,65.27,69.83
ST10181,1,7.45,62.26,74.26,80.9,68.23
ST10181,2,6.74,61.23,73.55,77.54,71.13
ST10181,3,7.95,73.03,83.54,84.91,70.58
ST10181,4,5.97,50.71,52.78,59.07,64.06
ST10182,1,5.83,52.39,63.65,63.13,60.82
ST10182,2,4.99,37.93,49.97,47.89,55.06
ST10182,3,7.27,77.03,70.0,76.41,77.11
ST10182,4,7.75,87.45,81.13,68.59,72.61
ST10183,1,6.24,59.45,69.39,59.56,59.72
ST10183,2,8.27,94.24,88.17,73.09,84.72
ST10183,3,7.24,72.96,77.45,73.24,70.93
ST10183,4,6.9,67.23,60.97,68.87,69.23
ST10184,1,6.79,63.74,69.51,79.12,70.84
ST10184,2,8.57,88.3,87.4,84.21,78.52
ST10184,3,7.35,66.05,74.68,67.94,74.99
ST10184,4,5.99,45.83,62.89,55.91,67.52
ST10185,1,6.79,57.09,67.87,75.87,83.84
ST10185,2,8.19,74.62,92.28,83.05,87.66
ST10185,3,6.62,55.41,73.61,67.12,75.38
ST10185,4,7.06,62.56,72.95,75.34,65.43
ST10186,1,5.45,61.19,57.99,60.29,47.81
ST10186,2,6.34,71.69,61.92,64.58,61.25
ST10186,3,7.98,83.52,83.57,90.37,77.55
ST10186,4,6.65,67.43,59.12,62.81,62.54
ST10187,1,6.65,67.12,56.1,70.15,67.84
ST10187,2,8.23,77.04,82.22,82.3,81.31
ST10187,3,6.59,72.77,70.68,55.63,61.22
ST10187,4,5.93,50.39,65.42,61.31,67.07
ST10188,1,7.86,72.11,83.82,85.79,78.28
ST10188,2,7.8,86.1,91.95,79.54,68.55
ST10188,3,6.15,63.3,58.65,57.49,62.13
ST10188,4,8.26,76.42,83.23,85.19,72.78
ST10189,1,6.48,57.72,64.43,68.22,64.6
ST10189,2,8.39,81.0,73.99,76.04,79.46
ST10189,3,8.44,87.15,92.52,79.86,84.48
ST10189,4,7.44,65.53,81.41,79.18,79.13
ST10190,1,8.04,77.53,75.65,76.07,68.93
ST10190,2,5.55,55.88,53.8,58.64,54.19
ST10190,3,7.87,79.98,77.95,86.07,82.34
ST10190,4,7.26,71.73,72.7,69.18,68.98
ST10191,1,6.34,60.83,72.89,59.82,67.05
ST10191,2,8.03,78.62,77.38,90.79,77.95
ST10191,3,8.3,76.54,80.17,79.34,74.03
ST10191,4,6.95,57.44,73.49,70.38,67.3
ST10192,1,7.04,74.55,76.47,75.27,68.36
ST10192,2,6.26,48.66,65.24,67.68,66.82
ST10192,3,7.58,76.4,76.26,70.18,68.93
ST10192,4,8.8,84.57,95.53,78.71,87.28
ST10193,1,7.34,62.72,70.99,77.34,88.52
ST10193,2,6.75,50.7,68.39,78.58,73.46
ST10193,3,7.34,70.87,77.55,59.25,70.6
ST10193,4,6.15,66.31,58.2,71.0,57.06
ST10194,1,6.93,53.46,83.05,75.47,80.0
ST10194,2,5.46,50.73,40.66,58.9,51.47
ST10194,3,7.67,76.13,89.45,74.41,69.67
ST10194,4,8.02,71.88,75.65,72.74,74.73
ST10195,1,6.64,61.23,60.26,68.57,78.74
ST10195,2,6.93,63.24,61.05,69.37,63.49
ST10195,3,5.81,50.02,61.69,66.0,67.32
ST10195,4,8.25,85.97,71.49,83.08,86.4
ST10196,1,7.13,62.79,69.8,80.04,64.46
ST10196,2,6.21,58.66,62.29,59.82,64.54
ST10196,3,8.74,78.13,87.15,83.56,85.57
ST10196,4,7.29,61.15,73.92,71.3,78.26
ST10197,1,8.11,72.38,80.13,87.81,84.51
ST10197,2,6.91,66.42,71.88,70.96,67.4
ST10197,3,10.0,94.67,100.0,100.0,100.0
ST10197,4,6.63,48.07,73.74,74.86,74.53
ST10198,1,8.75,85.58,91.02,84.98,82.65
ST10198,2,7.65,73.15,82.7,73.96,67.72
ST10198,3,8.13,78.09,82.67,80.2,87.81
ST10198,4,7.33,72.07,70.96,72.05,81.01
ST10199,1,7.18,69.71,70.61,69.97,61.66
ST10199,2,6.92,68.03,71.96,62.0,70.38
ST10199,3,6.56,58.29,66.3,59.14,69.23
ST10199,4,7.19,70.29,70.28,78.38,59.23
ST10200,1,6.89,47.52,80.77,69.28,74.43
ST10200,2,5.72,50.95,53.2,71.87,60.48
ST10200,3,5.17,46.3,53.25,52.77,51.41
ST10200,4,6.65,54.85,67.18,75.93,59.2
ST10201,1,7.01,70.11,79.78,73.09,76.49
ST10201,2,6.31,59.67,70.87,74.75,70.15
ST10201,3,7.81,74.86,77.57,83.13,87.52
ST10201,4,7.73,74.99,79.88,80.48,74.2
ST10202,1,7.03,74.96,71.06,69.97,77.91
ST10202,2,7.69,83.03,70.38,82.8,70.22
ST10202,3,6.5,60.74,60.0,74.77,63.48
ST10202,4,7.55,80.57,75.86,85.02,66.79
ST10203,1,6.71,82.22,67.74,46.01,70.57
ST10203,2,8.96,88.46,98.22,87.91,85.6
ST10203,3,5.58,55.79,59.46,60.43,67.79
ST10203,4,8.06,68.25,71.65,72.94,93.37
ST10204,1,5.78,50.45,63.72,59.51,52.51
ST10204,2,7.14,72.8,73.03,73.16,61.07
ST10204,3,8.31,87.59,78.95,77.47,80.69
ST10204,4,6.1,60.91,60.68,63.93,58.39
ST10205,1,5.05,57.34,45.27,57.81,53.76
ST10205,2,5.84,66.22,57.11,64.24,59.75
ST10205,3,7.51,81.96,66.91,69.05,80.64
ST10205,4,6.55,54.65,58.76,64.72,68.39
ST10206,1,9.06,96.54,88.77,90.75,92.32
ST10206,2,5.92,64.51,67.18,56.48,75.09
ST10206,3,9.19,89.15,93.2,82.13,88.36
ST10206,4,7.67,78.39,70.03,83.94,83.32
ST10207,1,8.95,78.14,97.68,88.78,88.17
ST10207,2,7.62,79.19,83.67,81.35,77.36
ST10207,3,6.99,71.56,78.34,72.79,69.13
ST10207,4,7.31,67.12,75.31,70.49,66.13
ST10208,1,6.61,66.49,79.32,79.7,64.0
ST10208,2,5.27,56.09,53.41,67.17,60.62
ST10208,3,6.82,56.99,67.46,64.45,64.41
ST10208,4,7.45,84.53,73.14,73.75,58.19
ST10209,1,8.23,68.51,76.69,70.57,76.12
ST10209,2,7.53,74.91,78.84,80.96,70.31
ST10209,3,7.96,80.74,75.96,87.57,75.92
ST10209,4,8.83,84.32,94.65,91.03,89.44
ST10210,1,5.34,51.74,64.16,54.73,51.61
ST10210,2,6.72,59.5,65.14,84.53,64.95
ST10210,3,8.95,91.66,87.95,81.7,90.27
ST10210,4,8.85,72.35,94.13,93.08,89.9
ST10211,1,7.55,69.3,63.15,73.8,82.96
ST10211,2,5.38,47.95,49.1,57.11,56.63
ST10211,3,7.07,65.57,71.52,64.9,80.67
ST10211,4,6.54,75.94,65.65,66.48,69.6
ST10212,1,8.15,88.69,76.0,77.66,80.31
ST10212,2,5.75,47.32,56.67,62.48,62.42
ST10212,3,7.51,80.76,77.67,72.75,67.45
ST10212,4,7.7,87.12,63.36,77.54,73.74
ST10213,1,7.27,65.9,72.28,66.74,65.49
ST10213,2,6.99,61.0,72.12,78.29,67.25
ST10213,3,8.58,80.83,87.8,86.53,85.69
ST10213,4,6.87,60.27,64.93,59.33,59.82
ST10214,1,7.26,73.24,67.58,73.93,82.64
ST10214,2,5.54,51.12,63.26,52.27,55.63
ST10214,3,7.94,76.79,78.47,80.52,80.79
ST10214,4,7.77,77.54,83.58,81.32,67.87
ST10215,1,7.52,70.18,79.9,69.95,74.35
ST10215,2,8.14,81.2,77.49,86.69,82.59
ST10215,3,8.05,71.5,79.75,93.4,83.57
ST10215,4,6.37,81.73,61.23,62.27,63.2
ST10216,1,7.38,72.84,58.21,72.09,80.5
ST10216,2,5.88,57.07,63.91,59.6,69.82
ST10216,3,6.15,78.46,58.89,69.7,61.04
ST10216,4,6.99,65.63,68.86,70.28,70.55
ST10217,1,8.13,81.9,66.72,77.82,77.9
ST10217,2,6.02,59.51,63.36,67.54,55.57
ST10217,3,7.86,86.77,77.94,74.37,81.31
ST10217,4,7.94,77.29,76.89,88.17,81.45
ST10218,1,5.98,52.19,60.18,60.49,61.69
ST10218,2,7.05,70.05,77.13,75.64,73.52
ST10218,3,8.57,81.35,87.94,86.27,100.0
ST10218,4,7.41,72.42,68.62,69.91,79.56
ST10219,1,6.79,73.92,63.15,65.98,54.05
ST10219,2,7.76,65.9,80.99,76.29,79.3
ST10219,3,8.2,68.81,84.65,81.72,87.64
ST10219,4,5.51,49.96,62.65,63.01,58.44
ST10220,1,6.92,80.03,67.18,62.74,76.39
ST10220,2,7.65,66.99,79.81,83.68,82.28
ST10220,3,6.72,74.76,65.26,68.1,52.44
ST10220,4,6.52,57.06,74.82,63.55,64.25
ST10221,1,7.2,67.79,68.2,70.78,76.3
ST10221,2,6.52,64.2,67.37,53.59,70.27
ST10221,3,5.86,53.85,48.61,64.3,58.52
ST10221,4,8.02,74.77,78.91,75.5,85.11
ST10222,1,6.63,61.47,77.84,71.78,65.87
ST10222,2,6.96,68.6,78.44,68.25,66.34
ST10222,3,5.53,58.68,58.8,58.93,59.24
ST10222,4,8.45,80.78,86.89,86.83,80.74
ST10223,1,7.87,72.97,71.02,77.06,79.29
ST10223,2,6.47,56.67,64.79,64.72,63.2
ST10223,3,6.47,55.53,66.6,55.95,60.48
ST10223,4,6.74,67.49,61.25,62.26,73.93
ST10224,1,7.21,77.94,82.49,73.98,64.88
ST10224,2,5.23,52.73,55.56,56.7,55.3
ST10224,3,7.47,65.97,65.61,79.91,68.16
ST10224,4,6.08,57.1,56.95,57.1,63.17
ST10225,1,8.99,91.82,79.97,99.98,95.2
ST10225,2,6.36,61.07,72.7,66.81,72.02
ST10225,3,5.33,57.82,41.45,51.8,60.31
ST10225,4,5.78,61.02,61.51,57.57,47.53
ST10226,1,6.04,58.76,61.14,65.79,56.01
ST10226,2,5.87,62.51,65.44,58.66,54.53
ST10226,3,6.04,66.87,71.74,63.81,63.06
ST10226,4,6.51,55.96,63.4,69.47,72.85
ST10227,1,6.7,68.08,76.5,78.04,66.6
ST10227,2,6.43,60.72,65.05,68.67,70.27
ST10227,3,7.17,69.01,80.35,76.14,68.82
ST10227,4,6.79,59.94,63.79,70.27,56.4
ST10228,1,7.01,73.98,63.35,70.11,86.43
ST10228,2,7.92,77.82,89.56,75.36,76.54
ST10228,3,6.91,64.4,74.25,77.27,60.83
ST10228,4,7.72,73.81,74.68,70.65,85.03
ST10229,1,6.84,77.72,62.76,65.08,68.17
ST10229,2,7.23,68.33,72.87,78.9,68.67
ST10229,3,4.7,49.16,51.37,47.1,44.89
ST10229,4,6.82,80.47,73.04,63.24,71.47
ST10230,1,6.99,79.91,64.15,53.35,75.93
ST10230,2,6.14,77.55,61.98,68.27,68.35
ST10230,3,7.15,72.83,66.74,68.68,74.55
ST10230,4,7.57,86.34,71.32,85.49,77.52
ST10231,1,6.17,58.24,64.23,71.31,60.4
ST10231,2,8.37,80.42,86.25,85.29,91.94
ST10231,3,8.8,100.0,89.21,87.35,79.82
ST10231,4,6.84,69.37,67.44,71.12,68.02
ST10232,1,7.41,69.63,62.99,81.53,66.4
ST10232,2,6.05,64.74,67.31,64.41,62.89
ST10232,3,7.5,76.18,81.0,75.61,67.48
ST10232,4,7.29,68.59,72.49,68.91,73.28
ST10233,1,6.92,69.0,65.74,72.71,73.67
ST10233,2,5.47,61.55,46.5,55.52,55.11
ST10233,3,9.46,91.74,96.16,100.0,99.01
ST10233,4,6.27,74.34,44.38,71.86,63.24
ST10234,1,6.26,50.26,65.14,70.34,67.92
ST10234,2,7.48,70.41,74.35,69.82,72.85
ST10234,3,7.39,71.54,75.73,65.29,82.58
ST10234,4,7.4,77.25,88.96,83.87,76.53
ST10235,1,6.31,67.24,66.03,71.05,69.39
ST10235,2,6.84,59.92,63.94,72.61,65.57
ST10235,3,6.46,67.94,64.46,56.71,65.8
ST10235,4,6.62,55.12,67.12,76.77,63.14
ST10236,1,7.52,87.38,80.07,68.7,85.43
ST10236,2,7.26,70.49,76.77,76.16,65.87
ST10236,3,7.22,63.05,79.33,69.31,77.75
ST10236,4,8.01,77.33,85.43,88.51,86.83
ST10237,1,7.01,70.14,62.94,73.59,57.74
ST10237,2,9.68,100.0,100.0,96.77,90.06
ST10237,3,7.39,68.31,83.52,78.59,69.09
ST10237,4,6.03,49.47,65.17,62.11,70.46
ST10238,1,5.47,45.09,61.48,62.66,62.31
ST10238,2,9.09,81.89,94.73,90.11,89.48
ST10238,3,6.5,65.52,73.66,75.04,70.69
ST10238,4,8.27,93.03,86.23,80.87,83.26
ST10239,1,7.98,75.59,81.35,81.33,84.27
ST10239,2,7.23,87.61,62.22,72.52,73.96
ST10239,3,5.99,63.91,57.02,50.06,69.34
ST10239,4,6.91,67.22,68.85,75.71,68.11
ST10240,1,7.56,76.49,85.68,71.4,80.82
ST10240,2,6.6,72.77,59.94,57.82,70.9
ST10240,3,6.46,61.19,62.99,69.5,81.17
ST10240,4,6.92,65.72,60.75,72.04,67.93
ST10241,1,6.97,60.46,77.88,70.39,73.94
ST10241,2,7.92,64.9,80.86,82.29,90.59
ST10241,3,7.69,67.86,77.8,83.52,82.69
ST10241,4,7.87,65.5,78.78,69.13,76.04
ST10242,1,7.13,82.21,72.76,67.87,61.14
ST10242,2,5.01,54.72,36.2,55.83,55.04
ST10242,3,9.82,96.44,99.18,100.0,100.0
ST10242,4,6.76,66.85,78.63,74.14,55.07
ST10243,1,9.63,100.0,95.42,100.0,100.0
ST10243,2,4.38,46.88,50.44,39.94,41.15
ST10243,3,6.58,78.72,72.22,62.53,69.76
ST10243,4,7.17,78.44,69.15,70.03,70.49
ST10244,1,6.22,56.03,64.71,60.26,50.54
ST10244,2,4.74,49.35,53.58,60.23,51.76
ST10244,3,7.73,70.25,73.39,97.7,74.68
ST10244,4,6.43,65.58,69.14,76.72,67.14
ST10245,1,5.15,43.34,44.14,45.66,58.22
ST10245,2,5.91,62.45,54.09,62.69,65.71
ST10245,3,6.06,64.92,60.76,59.02,68.63
ST10245,4,7.93,85.38,75.85,71.39,80.81
ST10246,1,5.2,35.46,57.93,54.32,40.09
ST10246,2,6.32,60.17,63.46,56.3,64.26
ST10246,3,6.06,63.06,53.41,63.26,49.58
ST10246,4,7.34,52.72,80.83,75.02,72.46
ST10247,1,5.83,40.77,64.12,65.18,74.09
ST10247,2,7.74,77.9,79.62,86.35,76.65
ST10247,3,8.01,70.29,73.61,86.21,88.49
ST10247,4,7.76,70.42,81.85,72.68,83.48
ST10248,1,7.34,76.24,84.63,75.04,85.43
ST10248,2,9.62,75.67,89.83,95.32,97.2
ST10248,3,5.94,45.98,62.19,56.8,62.75
ST10248,4,6.15,53.53,72.15,52.32,67.81
ST10249,1,6.91,68.84,68.5,66.55,65.1
ST10249,2,6.81,80.28,79.92,59.86,68.75
ST10249,3,8.7,92.25,84.56,89.64,88.71
ST10249,4,7.67,64.68,79.76,84.56,85.44
ST10250,1,9.51,89.94,94.65,92.73,83.54
ST10250,2,9.29,85.93,96.88,100.0,88.13
ST10250,3,7.84,76.49,77.38,82.04,71.36
ST10250,4,7.86,70.11,84.49,89.4,84.44
ST10251,1,6.14,55.02,60.7,59.15,60.57
ST10251,2,6.93,60.93,63.86,77.49,69.44
ST10251,3,7.96,65.97,82.47,79.39,88.07
ST10251,4,7.69,71.32,78.35,74.77,86.48
ST10252,1,6.23,56.28,67.64,74.32,58.03
ST10252,2,5.11,47.43,50.69,57.18,48.1
ST10252,3,8.44,84.35,66.76,84.37,87.35
ST10252,4,9.62,89.11,89.53,92.79,95.03
ST10253,1,6.2,63.69,50.52,66.19,57.37
ST10253,2,8.45,80.59,83.91,73.93,92.26
ST10253,3,7.55,87.21,75.55,67.94,74.57
ST10253,4,6.13,58.16,69.32,67.71,68.1
ST10254,1,7.04,66.45,75.02,83.8,67.18
ST10254,2,6.52,58.88,65.99,67.47,66.96
ST10254,3,6.62,58.21,66.72,66.88,73.63
ST10254,4,7.89,71.36,78.11,76.31,80.89
ST10255,1,6.08,53.54,64.0,64.73,58.04
ST10255,2,6.4,66.11,65.42,59.19,75.69
ST10255,3,7.49,66.49,76.71,85.55,81.23
ST10255,4,6.93,62.07,67.78,77.04,74.24
ST10256,1,6.89,70.33,69.89,63.52,81.04
ST10256,2,7.99,71.53,92.2,76.01,86.53
ST10256,3,8.6,80.66,88.93,83.07,98.23
ST10256,4,7.4,70.12,77.13,67.05,73.34
ST10257,1,7.43,73.3,74.37,76.35,70.04
ST10257,2,8.77,82.83,82.74,83.51,96.27
ST10257,3,6.78,57.46,61.99,69.06,72.28
ST10257,4,5.85,53.21,46.76,68.54,67.3
ST10258,1,6.68,69.31,75.57,68.96,69.09
ST10258,2,7.9,64.9,77.06,77.59,85.92
ST10258,3,8.14,93.31,83.11,76.0,82.27
ST10258,4,7.95,83.12,85.0,79.05,83.67
