StudentID,PythonScore,JavaScore,DSAScore,MLScore,WebDevScore,CommunicationScore
ST10480,83.01,71.98,75.2,71.81,85.68,64.92
ST10481,57.63,60.56,60.28,59.0,72.48,64.71
ST10482,55.75,70.53,61.39,52.62,70.69,57.99
ST10483,58.65,44.87,52.31,54.5,59.48,37.08
ST10484,68.04,45.83,56.44,60.08,48.69,60.37
ST10485,72.22,65.58,73.33,63.68,67.49,57.27
ST10486,60.53,68.09,65.43,79.47,85.04,63.42
ST10487,60.35,72.09,68.53,72.27,67.98,61.63
ST10488,52.96,57.93,53.78,64.45,44.05,67.18
ST10489,45.31,61.45,58.64,45.65,43.81,54.51
ST10490,58.5,51.96,50.89,65.99,48.55,60.61
ST10491,45.44,43.56,48.72,57.13,41.58,57.85
ST10492,42.12,43.56,54.01,68.36,42.51,58.56
ST10493,53.99,52.7,66.07,47.9,47.26,63.18
ST10494,68.83,58.26,46.41,57.57,60.1,66.91
ST10495,63.31,56.84,75.64,59.81,56.63,58.28
ST10496,45.54,68.38,59.66,50.77,59.56,51.98
ST10497,62.08,46.49,52.63,60.98,36.51,50.34
ST10498,69.4,76.53,65.05,72.86,53.94,75.7
ST10499,52.06,57.27,61.21,57.04,56.61,45.43
ST10500,46.09,61.17,49.42,51.27,41.27,63.07
ST10501,50.99,64.64,52.79,65.34,59.3,52.76
ST10502,77.7,60.55,62.57,75.56,49.26,42.88
ST10503,67.1,46.47,63.21,62.43,43.84,60.01
ST10504,60.24,53.57,55.75,46.25,64.93,52.63
ST10505,59.75,58.57,53.49,45.32,80.3,62.64
ST10506,79.87,71.25,63.68,72.01,63.14,78.68
ST10507,62.88,49.78,60.05,62.48,46.84,63.19
ST10508,72.05,50.12,55.94,72.94,54.14,51.12
ST10509,62.8,58.67,57.29,62.62,64.0,52.96
ST10510,74.24,69.5,46.53,49.18,43.63,54.82
ST10511,39.65,42.82,59.06,32.54,50.38,53.33
ST10512,49.41,51.11,33.21,41.78,62.41,43.49
ST10513,80.8,57.29,58.45,58.52,76.04,61.77
ST10514,57.97,54.07,55.17,62.74,59.95,43.41
ST10515,52.4,68.56,58.16,40.04,43.11,64.73
ST10516,68.75,55.76,70.11,76.52,74.79,78.96
ST10517,57.94,52.08,51.28,52.34,46.49,53.62
ST10518,69.24,47.05,49.53,63.96,56.86,41.91
ST10519,53.78,50.78,51.19,56.69,43.88,51.31
ST10520,61.12,63.11,49.95,57.1,62.97,70.14
ST10521,73.02,64.7,62.94,68.69,55.82,73.68
ST10522,67.83,54.87,73.46,60.57,74.35,59.42
ST10523,51.82,50.17,54.47,50.17,66.49,59.08
ST10524,31.92,46.54,46.84,39.62,46.98,47.48
ST10525,59.7,59.23,58.55,41.94,71.58,45.18
ST10526,64.18,55.42,67.85,63.18,62.89,74.22
ST10527,66.63,55.15,65.2,70.85,66.58,59.68
ST10528,33.81,49.13,52.88,38.61,46.71,48.87
ST10529,63.53,63.03,60.43,56.69,57.38,55.39
ST10530,52.61,69.95,48.31,57.65,59.93,53.91
ST10531,66.17,66.87,63.97,63.03,61.99,65.63
ST10532,65.05,56.93,63.56,75.52,45.44,54.15
ST10533,79.32,63.32,58.86,67.27,54.84,47.3
ST10534,59.44,50.76,58.41,58.57,57.74,45.93
ST10535,66.02,66.95,56.04,50.69,57.36,68.81
ST10536,41.53,64.16,61.65,54.2,45.67,54.15
ST10537,57.32,58.64,44.62,57.98,55.65,48.79
ST10538,44.76,46.01,66.24,51.27,61.3,55.59
ST10539,48.15,56.44,70.03,44.97,59.08,56.29
ST10540,48.09,47.91,57.07,61.81,66.71,50.11
ST10541,65.36,57.96,60.81,62.5,72.01,60.22
ST10542,37.83,47.18,56.5,55.65,54.01,47.6
ST10543,50.42,66.08,52.65,66.6,66.91,60.62
ST10544,55.81,55.99,52.29,42.54,55.32,54.11
ST10545,60.06,42.92,58.72,37.85,38.42,49.77
ST10546,46.99,43.65,71.07,49.45,73.01,49.56
ST10547,47.73,71.73,56.59,61.65,50.56,64.1
ST10548,58.75,59.39,60.67,70.37,64.99,63.91
ST10549,57.94,47.36,49.19,60.06,47.34,49.65
ST10550,55.3,43.85,64.56,48.88,53.11,54.76
ST10551,66.87,58.66,59.6,73.64,30.32,67.89
ST10552,63.06,41.01,64.13,64.23,60.19,46.23
ST10553,72.39,69.36,61.29,72.95,58.47,70.38
ST10554,57.37,55.24,60.57,46.81,58.77,65.78
ST10555,64.46,59.49,47.04,68.67,68.99,61.4
ST10556,42.09,43.85,47.48,49.61,45.67,44.24
ST10557,61.82,54.46,47.29,53.99,54.79,45.91
ST10558,69.57,61.09,59.28,58.26,63.56,62.43
ST10559,47.08,56.25,37.38,35.46,53.94,70.05
ST10560,50.98,58.88,41.49,37.23,47.62,54.59
ST10561,48.49,57.28,59.77,51.87,54.48,68.73
ST10562,72.84,73.15,71.92,59.57,71.52,58.94
ST10563,69.53,56.11,64.13,73.95,60.74,59.34
ST10564,63.94,53.13,52.28,44.31,41.87,51.19
ST10565,48.17,60.81,58.03,67.29,58.38,49.01
ST10566,40.93,62.42,46.58,51.3,69.36,63.86
ST10567,63.89,68.32,69.02,73.99,55.95,60.75
ST10568,54.08,61.2,61.4,44.67,56.23,75.97
ST10569,67.96,71.73,66.04,48.02,64.98,77.34
ST10570,54.86,66.39,51.25,60.32,65.97,57.66
ST10571,81.25,55.46,59.36,69.64,53.37,49.88
ST10572,44.54,59.39,51.88,67.64,49.79,62.01
ST10573,57.98,50.24,47.86,37.31,58.32,66.48
ST10574,54.56,54.14,56.43,69.41,54.47,69.68
ST10575,50.8,42.84,50.21,47.62,56.17,47.5
ST10576,65.8,49.83,58.09,60.44,49.38,68.35
ST10577,67.36,67.93,79.68,75.37,82.85,73.23
ST10578,53.28,74.54,63.74,55.69,58.54,62.52
ST10579,51.1,41.99,67.01,51.8,54.47,72.62
ST10580,65.13,67.47,60.68,73.16,63.84,70.55
ST10581,56.94,42.64,59.61,59.67,45.28,50.23
ST10582,61.49,60.81,56.53,68.17,49.6,56.37
ST10583,62.23,69.65,58.74,62.98,60.99,67.11
ST10584,56.94,60.57,50.53,43.81,56.87,53.03
ST10585,57.62,52.98,63.13,64.16,44.99,43.28
ST10586,69.71,44.68,54.6,59.92,68.23,53.25
ST10587,59.85,51.53,60.54,47.46,53.41,62.77
ST10588,50.34,57.8,52.3,39.43,60.56,39.85
ST10589,55.42,56.23,66.67,52.42,52.14,57.93
ST10590,63.83,54.37,63.63,59.89,44.34,77.22
ST10591,59.14,52.91,50.05,65.91,47.25,31.23
ST10592,56.01,56.01,58.79,55.39,54.47,51.05
ST10593,66.8,55.37,55.19,66.67,68.69,72.93
ST10594,73.07,58.06,58.03,71.26,70.99,81.14
ST10595,54.33,44.19,47.86,45.26,50.65,65.86
ST10596,60.72,49.75,53.59,42.95,37.45,68.44
ST10597,48.49,40.73,72.0,64.52,46.41,62.88
ST10598,57.98,41.13,48.53,58.68,45.26,57.05
ST10599,66.85,32.17,52.92,61.88,36.97,49.07
ST10600,66.14,51.9,48.44,64.88,60.94,55.28
ST10601,56.59,65.6,60.73,62.19,51.84,45.04
ST10602,56.35,60.18,50.58,58.36,48.69,53.65
ST10603,74.99,58.68,60.26,44.76,66.55,54.04
ST10604,58.66,53.42,54.51,53.69,56.34,64.04
ST10605,72.01,61.1,68.79,70.02,59.85,69.53
ST10606,59.5,61.87,62.91,63.25,72.46,56.74
ST10607,54.88,46.16,49.08,51.66,64.31,48.16
ST10608,47.37,39.38,43.23,37.22,49.97,54.41
ST10609,60.3,48.22,59.05,53.4,54.09,42.56
ST10610,54.38,52.6,54.02,53.51,57.17,41.53
ST10611,68.58,67.01,65.01,77.64,63.61,49.24
ST10612,66.57,57.88,48.31,55.68,50.82,63.72
ST10613,54.65,47.55,62.42,58.06,53.05,47.97
ST10614,40.93,40.81,54.64,31.54,47.29,48.67
ST10615,64.96,53.61,59.5,57.6,41.9,51.15
ST10616,66.63,66.62,57.97,51.67,51.96,62.32
ST10617,59.59,63.55,56.63,64.45,45.52,54.1
ST10618,57.5,48.53,53.5,59.41,53.51,61.01
ST10619,35.49,62.52,40.93,55.39,72.46,56.27
ST10620,65.2,59.77,68.61,63.83,58.2,60.02
ST10621,45.94,53.93,52.53,55.11,49.21,56.17
ST10622,58.17,51.75,57.04,59.07,44.83,53.78
ST10623,43.91,53.54,55.55,31.99,50.28,54.88
ST10624,46.01,61.41,64.94,47.23,54.88,61.27
ST10625,56.08,43.17,60.18,32.85,60.35,53.49
ST10626,65.58,73.99,62.6,67.85,70.6,68.82
ST10627,44.08,44.48,50.84,41.14,50.85,42.04
ST10628,70.33,74.83,60.95,69.62,60.63,57.84
ST10629,54.61,56.19,45.08,59.6,57.2,62.6
ST10630,59.29,53.87,52.54,64.21,69.22,49.32
ST10631,61.5,47.51,49.46,48.69,58.64,47.56
ST10632,52.46,47.56,46.35,36.42,46.7,19.72
ST10633,62.55,60.3,44.93,61.68,63.75,47.19
ST10634,57.68,83.69,66.68,74.95,76.19,73.32
ST10635,71.94,48.02,63.2,37.17,51.59,57.45
ST10636,41.51,47.16,47.66,47.03,48.23,52.49
ST10637,58.06,51.01,60.55,65.68,48.15,67.46
ST10638,59.25,46.57,52.79,70.54,54.74,59.62
ST10639,56.63,56.7,71.47,58.8,59.4,57.96
ST10640,80.66,61.12,57.03,54.6,67.31,48.41
ST10641,60.88,45.39,42.17,54.3,51.4,64.34
ST10642,61.64,51.19,62.06,49.4,43.98,52.42
ST10643,52.06,66.14,68.24,52.56,62.62,60.69
ST10644,72.34,50.15,68.3,61.21,66.32,70.61
ST10645,42.5,57.61,36.27,56.75,59.37,53.62
ST10646,48.1,52.17,45.84,72.29,44.98,63.21
ST10647,46.73,65.43,69.75,55.13,54.95,48.0
ST10648,40.32,51.31,61.59,42.99,66.59,47.04
ST10649,40.33,40.35,38.68,19.1,33.54,43.09
ST10650,53.26,51.92,56.13,54.39,39.14,61.22
ST10651,56.74,60.06,60.28,69.2,74.45,61.84
ST10652,58.94,60.53,72.53,40.14,63.06,63.11
ST10653,63.93,66.81,71.71,68.19,80.63,64.54
ST10654,49.96,48.29,55.17,48.45,49.85,52.89
ST10655,54.56,49.24,58.43,50.22,58.8,53.39
ST10656,47.96,63.57,51.24,55.66,45.46,37.85
ST10657,60.16,47.17,62.47,72.88,56.79,44.28
ST10658,64.48,48.65,53.87,57.28,56.64,56.98
ST10659,63.84,43.31,47.63,63.9,51.06,49.15
ST10660,64.31,68.32,70.71,62.65,64.78,72.7
ST10661,59.19,58.6,49.54,77.35,70.44,57.89
ST10662,50.88,55.24,57.05,43.96,38.31,49.96
ST10663,52.4,66.28,67.33,55.15,60.63,82.01
ST10664,53.86,44.04,66.99,35.88,41.16,49.77
ST10665,50.43,66.93,57.89,56.87,56.19,55.78
ST10666,64.59,49.75,53.37,81.54,48.6,75.01
ST10667,47.86,60.94,59.34,59.61,60.48,44.73
ST10668,62.24,55.4,68.3,53.39,52.11,62.07
ST10669,42.64,62.39,51.26,51.75,42.07,76.52
ST10670,49.13,54.82,46.83,49.68,70.63,58.75
ST10671,37.69,43.21,40.0,41.65,49.43,43.83
ST10672,57.37,57.5,54.0,47.98,51.4,64.2
ST10673,71.79,50.99,62.26,64.57,66.49,58.32
ST10674,64.06,48.2,56.91,36.32,46.55,54.38
ST10675,43.52,51.95,61.21,47.84,44.98,69.21
ST10676,57.82,65.11,61.06,55.53,70.21,61.38
ST10677,50.13,28.84,51.91,39.4,31.85,64.96
ST10678,63.33,58.72,67.87,58.11,52.53,54.72
ST10679,51.65,50.9,47.6,45.64,61.66,56.06
ST10680,63.36,57.68,64.04,50.41,66.77,71.44
ST10681,68.97,41.21,58.26,42.67,41.0,44.0
ST10682,58.8,43.51,50.71,57.32,45.04,46.46
ST10683,36.78,52.4,54.26,44.41,55.31,61.96
ST10684,71.23,74.73,83.75,88.27,54.58,56.62
ST10685,55.91,52.6,66.68,64.34,41.95,48.68
ST10686,50.56,38.98,52.01,39.2,37.69,46.32
ST10687,63.24,61.19,61.04,65.29,65.56,58.99
ST10688,51.39,51.9,50.68,30.29,59.94,57.04
ST10689,51.13,67.64,55.52,55.79,65.81,58.41
ST10690,60.5,47.0,64.34,41.81,60.35,34.69
ST10691,53.94,65.12,60.53,61.06,63.07,56.21
ST10692,42.79,53.58,47.39,62.79,50.18,60.47
ST10693,56.29,47.94,37.9,62.41,44.91,52.51
ST10694,66.48,65.18,74.27,64.58,65.64,72.68
ST10695,51.57,40.88,38.59,38.35,46.37,39.8
ST10696,51.52,49.76,31.45,37.13,27.7,51.04
ST10697,66.92,43.2,48.75,55.85,49.81,52.77
ST10698,74.12,59.91,57.46,60.34,81.54,74.89
ST10699,54.17,55.95,53.91,58.42,50.35,49.99
ST10700,70.05,71.95,69.51,76.72,57.82,57.33
ST10701,43.34,55.42,59.56,51.51,50.47,63.86
ST10702,72.1,74.87,61.0,59.01,75.1,64.3
ST10703,70.44,68.93,74.35,79.45,72.3,77.75
ST10704,60.1,48.68,50.68,50.23,46.48,49.72
ST10705,69.75,57.39,52.51,73.89,50.2,52.95
ST10706,62.79,58.24,52.91,59.44,55.36,46.46
ST10707,52.54,63.35,76.92,62.9,71.55,67.8
ST10708,37.59,47.88,55.01,43.05,48.23,57.27
ST10709,52.41,60.2,55.89,42.22,48.0,54.99
ST10710,64.81,45.99,41.65,61.42,43.73,41.5
ST10711,56.56,64.19,52.81,59.88,61.86,65.74
ST10712,55.51,52.4,54.49,67.49,66.71,56.71
ST10713,76.13,50.45,68.06,71.74,59.94,55.91
ST10714,48.91,50.31,61.71,41.55,40.28,54.04
ST10715,60.69,68.4,46.95,52.54,63.75,54.59
ST10716,60.94,61.43,54.92,69.22,45.08,44.96
ST10717,49.59,31.27,53.45,35.18,54.03,56.26
ST10718,59.47,63.5,62.65,56.37,74.66,66.16
ST10719,66.15,66.26,65.42,74.25,60.91,57.69
ST10720,52.18,52.93,51.6,59.14,49.34,54.31
ST10721,59.32,56.05,48.68,60.14,54.16,34.86
ST10722,54.28,73.36,75.02,65.88,68.42,58.92
ST10723,64.4,72.87,69.21,63.74,63.92,72.62
ST10724,73.15,67.84,65.76,59.44,69.15,53.48
ST10725,63.92,50.68,74.93,66.96,65.52,63.28
ST10726,72.26,52.61,35.18,58.65,45.98,50.47
ST10727,60.09,58.69,62.4,62.25,53.06,59.93
ST10728,38.5,45.71,71.6,59.19,53.04,46.67
ST10729,54.46,55.68,70.27,68.15,40.7,45.83
ST10730,60.35,62.76,69.16,64.71,84.03,57.13
ST10731,49.45,33.3,53.45,36.73,58.63,50.48
ST10732,43.67,36.77,46.64,52.4,55.44,46.5
ST10733,66.82,50.39,39.85,59.6,68.37,67.73
ST10734,43.09,46.37,57.25,44.17,51.92,43.45
ST10735,54.51,56.05,71.87,62.35,73.4,70.39
ST10736,82.38,74.87,76.45,67.18,91.2,69.04
ST10737,41.08,59.01,50.01,65.02,62.67,58.33
ST10738,40.29,48.56,43.26,53.48,51.84,73.88
ST10739,47.14,48.27,50.46,48.7,58.91,51.49
ST10740,75.79,61.61,57.55,61.51,65.28,59.18
ST10741,43.77,38.91,44.21,36.95,54.59,52.43
ST10742,52.06,44.59,50.75,55.07,38.45,32.9
ST10743,46.98,52.34,48.46,59.74,51.53,71.35
ST10744,46.13,51.75,49.31,53.58,59.15,58.49
ST10745,31.6,51.84,40.76,44.05,53.36,41.88
ST10746,63.39,51.31,72.51,53.76,67.78,66.72
ST10747,68.17,54.43,69.63,70.34,77.48,64.86
ST10748,60.21,51.45,66.97,51.04,66.15,70.25
ST10749,60.35,65.51,59.93,58.03,70.21,52.46
ST10750,52.54,51.89,52.6,50.83,40.73,65.02
ST10751,62.14,53.2,44.07,52.53,54.66,35.37
ST10752,59.69,46.33,51.03,43.28,58.95,68.91
ST10753,57.98,58.86,57.54,60.34,58.93,36.47
ST10754,74.5,68.47,63.53,59.22,64.0,66.68
ST10755,58.43,60.82,69.01,77.69,61.54,61.18
ST10756,51.97,54.55,58.48,68.16,65.12,77.0
ST10757,53.96,45.32,67.62,73.6,56.17,22.18
ST10758,66.29,66.44,61.46,73.87,78.94,77.16
ST10759,55.36,48.37,45.93,54.71,49.09,52.37
ST10760,36.84,43.53,56.26,38.34,51.37,55.55
ST10761,61.74,62.46,64.0,51.36,46.23,53.99
ST10762,59.48,43.97,47.09,43.0,40.45,42.2
ST10763,66.13,52.39,45.13,52.52,62.21,46.48
ST10764,64.71,40.46,53.22,58.54,47.5,53.47
ST10765,70.71,58.71,58.8,70.78,60.7,55.68
ST10766,56.32,49.97,50.06,62.24,59.56,65.15
ST10767,53.9,41.73,57.83,45.15,56.26,50.82
ST10768,60.69,60.93,65.69,42.47,45.57,66.56
ST10769,63.55,53.63,63.61,46.79,82.91,68.55
ST10770,62.36,57.98,53.43,44.59,56.47,53.5
ST10771,56.09,42.56,59.64,60.63,58.17,59.55
ST10772,50.87,70.31,56.63,36.69,52.71,51.6
ST10773,41.63,39.07,54.19,53.6,42.7,55.78
ST10774,62.16,69.45,69.6,57.46,72.97,53.89
ST10775,72.97,46.82,54.47,47.75,50.84,80.24
ST10776,49.59,60.1,52.41,60.72,48.94,58.34
ST10777,58.23,46.77,73.13,56.27,51.24,45.25
ST10778,47.02,36.56,61.55,49.17,45.58,57.65
ST10779,39.88,36.41,45.62,45.8,49.9,36.85
ST10780,49.81,20.89,41.28,58.84,53.24,38.42
ST10781,44.34,47.14,56.56,59.7,48.16,47.85
ST10782,54.23,56.76,74.42,72.64,57.29,60.32
ST10783,41.03,43.68,48.72,46.89,54.62,57.23
ST10784,53.52,41.37,42.67,40.37,51.24,36.15
ST10785,61.5,69.4,66.21,55.74,55.65,64.99
ST10786,55.3,50.88,49.14,52.54,50.43,62.13
ST10787,75.49,55.24,58.23,74.59,66.97,54.75
ST10788,51.11,45.97,61.87,40.12,52.11,34.65
ST10789,71.91,66.74,73.37,68.02,60.44,49.77
ST10790,43.49,34.22,41.94,51.14,47.93,49.52
ST10791,47.32,39.49,56.12,56.08,45.73,52.4
ST10792,68.08,63.4,46.89,53.6,66.47,52.55
ST10793,64.11,67.46,69.63,73.33,56.62,66.02
ST10794,67.15,54.33,53.86,63.52,70.0,70.6
ST10795,50.49,51.3,46.26,53.55,44.9,52.28
ST10796,54.18,51.69,35.08,61.7,39.87,43.88
ST10797,45.31,49.94,49.05,46.37,35.51,59.27
ST10798,58.21,67.77,57.22,55.84,40.21,51.05
ST10799,62.09,53.42,59.37,71.13,55.26,40.85
ST10800,75.89,69.98,57.82,70.2,61.8,70.31
ST10801,71.0,51.14,64.14,54.19,40.4,70.7
ST10802,64.47,64.77,70.38,55.09,67.09,64.7
ST10803,44.81,67.27,66.62,42.61,56.77,56.32
ST10804,63.55,36.76,77.26,56.0,53.95,61.14
ST10805,60.62,61.27,59.17,53.22,64.36,64.11
ST10806,57.34,55.75,64.94,51.52,58.18,65.09
ST10807,72.83,61.75,70.93,71.6,77.02,62.06
ST10808,50.04,48.94,50.34,57.15,59.26,65.91
ST10809,47.55,37.04,54.64,48.72,48.76,41.02
ST10810,43.04,35.06,49.46,39.74,40.45,35.31
ST10811,73.46,63.17,66.94,57.62,52.04,63.99
ST10812,39.0,44.31,40.13,34.51,29.94,45.36
ST10813,47.56,64.5,56.13,57.99,51.94,58.54
ST10814,37.18,34.88,45.43,48.44,28.74,43.31
ST10815,70.4,59.5,68.96,48.96,52.0,66.4
ST10816,63.66,56.63,50.46,65.55,75.87,43.72
ST10817,69.74,54.77,56.85,59.94,48.87,61.22
ST10818,58.01,70.63,84.93,61.18,67.11,65.34
ST10819,71.1,65.03,70.64,57.15,66.23,34.25
ST10820,57.24,42.16,50.28,57.61,39.62,63.62
ST10821,54.34,63.38,48.89,37.71,54.01,56.9
ST10822,55.83,41.38,38.47,46.65,54.6,57.19
ST10823,59.41,43.85,33.08,56.6,48.4,52.09
ST10824,58.0,61.97,52.68,61.45,56.28,49.62
ST10825,53.7,60.5,50.89,62.54,56.83,61.61
ST10826,71.8,63.13,61.85,58.54,59.2,65.78
ST10827,71.88,56.08,56.48,71.54,56.45,65.71
ST10828,48.31,39.61,55.63,62.08,52.55,44.19
ST10829,64.83,56.78,45.73,60.42,66.69,70.49
ST10830,68.76,56.43,61.75,52.51,64.19,63.36
ST10831,52.37,60.76,60.96,67.54,54.1,52.34
ST10832,39.33,50.42,28.89,15.27,50.4,48.45
ST10833,54.37,43.1,42.27,46.16,55.77,46.55
ST10834,71.19,56.21,61.25,67.51,61.25,59.27
ST10835,58.63,48.86,61.97,67.4,57.31,52.57
ST10836,46.31,60.69,37.55,63.89,48.72,49.48
ST10837,58.16,34.0,62.58,66.25,59.24,36.72
ST10838,60.63,67.69,67.86,40.85,62.65,71.88
ST10839,66.36,47.56,68.98,74.5,58.07,51.65
ST10840,71.42,52.37,65.31,76.87,45.25,67.79
ST10841,49.1,49.31,55.87,42.81,41.35,39.48
ST10842,64.59,51.37,59.96,49.09,46.83,58.19
ST10843,58.03,53.51,58.82,45.76,63.89,68.74
ST10844,49.25,40.2,44.65,56.3,53.43,62.13
ST10845,50.76,41.48,53.38,59.88,47.3,47.32
ST10846,65.64,54.77,46.78,44.6,57.48,82.52
ST10847,53.61,56.24,77.28,53.57,62.63,72.45
ST10848,39.79,44.93,44.53,32.75,59.96,45.72
ST10849,54.92,55.95,67.56,58.96,54.51,61.33
ST10850,57.77,51.07,50.39,59.41,49.83,67.13
ST10851,35.55,35.36,35.38,38.46,41.63,34.0
ST10852,52.18,55.93,40.68,45.71,55.94,45.69
ST10853,57.59,68.82,75.48,63.07,58.76,59.1
ST10854,67.93,67.48,53.46,65.83,56.3,51.67
ST10855,59.57,65.59,62.82,59.91,62.12,61.39
ST10856,56.24,59.46,52.42,59.25,62.04,59.63
ST10857,68.72,60.93,69.43,52.58,64.04,75.02
ST10858,54.35,51.57,67.71,48.29,53.04,57.06
ST10859,55.79,65.5,55.84,61.26,62.37,71.69
ST10860,67.14,53.27,50.13,62.68,53.41,53.3
ST10861,44.62,58.53,48.92,51.78,52.94,57.56
ST10862,66.59,59.35,56.37,43.56,62.12,63.04
ST10863,52.02,55.43,62.98,62.89,45.24,51.1
ST10864,60.53,60.53,46.04,65.03,36.96,58.95
ST10865,49.65,64.41,49.19,48.12,50.84,42.61
ST10866,45.13,63.31,68.14,63.7,49.2,66.08
ST10867,43.57,54.76,61.55,53.8,63.24,53.3
ST10868,51.84,54.11,43.83,48.95,51.05,54.3
ST10869,59.46,45.22,49.56,63.64,42.53,59.51
ST10870,65.14,66.87,78.66,63.7,71.13,65.22
ST10871,65.81,62.94,71.48,57.72,57.65,64.17
ST10872,59.49,36.74,55.26,52.97,56.35,38.9
ST10873,79.47,61.63,59.94,60.73,68.89,70.12
ST10874,47.62,37.47,41.05,48.83,55.45,55.48
ST10875,47.08,53.47,62.03,55.45,53.11,42.28
ST10876,81.11,75.6,78.93,81.46,75.88,70.55
ST10877,51.88,55.29,60.86,58.59,60.08,64.05
ST10878,58.83,51.41,46.13,54.36,69.88,57.48
ST10879,56.62,63.27,64.75,63.25,69.97,65.07
ST10880,59.57,50.81,62.07,58.83,56.34,58.28
ST10881,83.79,73.22,61.74,66.65,64.83,81.2
ST10882,73.59,77.05,59.51,70.64,54.27,49.09
ST10883,56.88,72.16,53.12,58.91,69.57,69.83
ST10884,71.65,54.16,53.05,44.38,52.56,44.31
ST10885,39.71,69.79,55.47,76.4,47.37,53.65
ST10886,47.89,46.83,59.43,54.85,58.45,61.06
ST10887,69.43,52.62,58.01,59.65,86.77,64.86
ST10888,54.93,59.46,50.25,55.44,61.71,56.85
ST10889,41.36,46.79,45.86,34.2,42.84,39.27
ST10890,49.26,50.03,67.78,71.56,46.87,74.8
ST10891,42.87,57.86,54.95,56.61,42.56,40.39
ST10892,45.36,55.2,68.44,41.52,50.99,48.79
ST10893,65.64,50.24,76.25,62.95,71.18,60.9
ST10894,68.98,69.87,65.76,70.84,54.49,58.56
ST10895,32.47,34.67,51.58,55.85,30.59,46.73
ST10896,61.81,67.89,61.66,65.67,50.75,46.46
ST10897,66.99,63.72,64.92,54.5,59.73,70.23
ST10898,70.99,53.7,59.07,49.62,64.74,73.21
ST10899,56.86,53.78,57.4,78.84,68.62,67.93
ST10900,64.05,61.39,55.23,50.93,56.94,56.86
ST10901,61.02,62.56,65.09,57.31,67.74,60.76
ST10902,64.77,56.05,68.12,55.99,73.53,58.47
ST10903,45.39,50.89,53.64,53.42,60.35,54.44
ST10904,53.89,50.19,54.36,66.78,43.33,50.88
ST10905,57.14,50.84,55.81,70.12,55.58,58.96
ST10906,48.03,42.16,61.51,69.99,52.75,50.53
ST10907,57.52,33.86,55.65,42.68,58.6,33.51
ST10908,62.35,58.79,57.79,65.87,66.36,60.93
ST10909,49.72,64.69,60.18,58.8,50.03,39.79
ST10910,49.21,46.49,51.26,45.81,55.34,59.6
ST10911,69.93,66.26,56.11,59.87,72.35,46.72
ST10912,79.99,61.58,72.61,70.86,70.89,85.39
ST10913,65.0,53.63,69.61,62.75,69.99,71.17
ST10914,59.41,60.7,60.65,70.98,56.05,51.15
ST10915,54.66,40.18,51.75,45.09,46.8,70.11
ST10916,65.97,64.27,61.34,48.87,58.19,63.77
ST10917,68.37,65.64,64.19,66.16,62.3,69.6
ST10918,33.76,60.76,40.39,39.28,53.16,57.21
ST10919,83.12,68.65,68.29,67.1,78.71,84.97
ST10920,52.96,56.05,53.73,50.5,66.4,43.84
ST10921,34.29,55.51,63.58,53.95,56.99,61.99
ST10922,50.86,54.42,55.29,31.34,50.88,40.39
ST10923,58.62,54.96,68.19,60.12,62.71,60.39
ST10924,65.12,39.03,49.54,68.53,48.32,36.64
ST10925,75.67,71.04,70.48,63.26,76.13,72.57
ST10926,71.38,64.56,60.98,54.41,48.85,66.02
ST10927,70.4,57.08,68.18,66.89,66.82,54.83
ST10928,54.81,58.52,68.0,49.93,68.55,46.06
ST10929,47.06,36.89,30.52,48.72,46.54,34.61
ST10930,53.36,61.02,55.54,54.7,54.3,55.83
ST10931,46.49,46.25,46.23,41.1,48.21,49.13
ST10932,57.84,63.4,69.9,66.27,57.8,53.73
ST10933,70.85,73.55,62.24,56.21,64.77,61.42
ST10934,59.25,64.05,69.31,53.46,79.54,47.48
ST10935,50.24,58.93,76.03,50.99,48.53,64.45
ST10936,43.73,51.04,46.15,37.0,64.51,25.08
ST10937,67.55,60.46,48.03,68.84,42.02,64.06
ST10938,23.14,30.63,31.62,32.05,39.89,36.19
ST10939,38.12,58.12,55.81,57.09,55.79,65.05
ST10940,54.51,60.12,49.61,46.29,63.67,62.88
ST10941,58.25,46.54,46.9,64.61,63.84,56.15
ST10942,66.19,51.12,39.59,43.97,47.5,51.14
ST10943,67.24,49.79,49.16,60.3,53.94,74.87
ST10944,68.66,56.91,71.82,66.69,66.19,63.14
ST10945,64.65,44.46,72.82,29.36,57.75,51.52
ST10946,54.85,55.83,49.98,33.16,58.8,72.04
ST10947,61.43,64.22,71.07,54.14,52.88,48.33
ST10948,40.61,60.68,49.85,53.16,46.71,40.38
ST10949,60.32,64.92,58.44,58.3,45.02,63.55
ST10950,73.2,65.67,49.06,76.15,54.87,68.54
ST10951,70.27,69.16,51.0,61.54,62.96,72.12
ST10952,52.41,60.32,54.06,47.07,50.29,63.93
ST10953,45.35,62.97,51.7,47.14,63.91,51.66
ST10954,55.27,48.34,34.39,55.55,53.26,39.97
ST10955,67.76,58.0,77.77,80.75,77.6,77.56
ST10956,51.22,59.74,56.29,56.04,63.03,67.77
ST10957,49.77,41.62,52.38,49.91,55.16,62.55
ST10958,34.74,44.68,43.34,60.31,48.38,48.95
ST10959,61.8,52.75,58.37,72.82,71.78,57.23
ST10960,57.59,54.1,44.64,67.38,78.42,58.5
