StudentID,AptitudeScore,InterviewScore,ResumeScore,InternshipCount,HackathonCount,PlacementStatus
ST10528,46.19,34.03,48.54,0,2,Not Placed
ST10529,68.46,41.74,44.07,0,0,Not Placed
ST10530,72.45,28.46,50.06,0,2,Placed
ST10531,62.3,57.83,38.15,0,1,Not Placed
ST10532,61.4,48.84,43.14,0,1,Placed
ST10533,60.38,55.21,41.67,0,0,Not Placed
ST10534,51.27,39.93,38.5,0,0,Not Placed
ST10535,64.12,59.32,44.79,1,0,Not Placed
ST10536,52.4,44.7,39.01,0,2,Not Placed
ST10537,46.9,34.96,25.71,0,0,Not Placed
ST10538,64.59,61.04,40.92,1,0,Placed
ST10539,51.95,41.43,51.77,1,0,Not Placed
ST10540,55.68,25.65,38.98,0,1,Not Placed
ST10541,58.84,33.07,48.89,0,3,Not Placed
ST10542,45.3,36.61,43.21,1,1,Not Placed
ST10543,76.99,45.81,28.51,0,0,Not Placed
ST10544,58.93,49.98,39.62,1,0,Not Placed
ST10545,41.92,44.46,31.16,0,0,Not Placed
ST10546,66.79,48.99,37.38,0,1,Placed
ST10547,49.47,57.59,51.55,1,2,Placed
ST10548,44.3,49.45,36.79,0,0,Not Placed
ST10549,65.19,40.0,46.41,0,2,Not Placed
ST10550,48.02,49.97,34.97,2,0,Not Placed
ST10551,53.77,39.81,45.15,0,1,Not Placed
ST10552,45.43,38.62,53.95,1,3,Placed
ST10553,69.2,70.56,65.9,2,2,Placed
ST10554,56.16,37.98,55.08,0,0,Not Placed
ST10555,65.63,43.63,43.85,1,0,Not Placed
ST10556,61.28,38.45,39.57,1,0,Not Placed
ST10557,59.85,44.09,37.78,1,0,Not Placed
ST10558,70.1,55.27,71.51,3,0,Placed
ST10559,41.92,58.65,50.13,2,1,Not Placed
ST10560,45.58,50.8,37.49,1,1,Placed
ST10561,65.28,42.67,35.29,0,2,Placed
ST10562,68.4,58.59,51.19,1,0,Not Placed
ST10563,60.67,50.65,49.75,0,1,Not Placed
ST10564,54.84,42.73,47.86,1,0,Not Placed
ST10565,68.43,30.28,44.83,0,2,Not Placed
ST10566,49.59,48.05,41.18,1,0,Not Placed
ST10567,67.07,41.59,34.51,0,1,Not Placed
ST10568,46.02,58.74,54.18,0,2,Placed
ST10569,57.89,69.43,50.04,1,0,Not Placed
ST10570,61.8,68.22,50.14,2,0,Placed
ST10571,52.67,59.09,32.89,0,1,Not Placed
ST10572,46.74,57.62,54.92,1,2,Placed
ST10573,53.5,56.83,42.21,0,2,Not Placed
ST10574,40.25,60.43,51.89,1,0,Placed
ST10575,51.0,35.7,36.75,0,1,Not Placed
ST10576,55.12,58.89,57.13,1,1,Not Placed
ST10577,72.62,53.26,68.64,0,1,Placed
ST10578,66.78,40.03,45.75,1,1,Placed
ST10579,64.15,56.3,21.57,0,0,Not Placed
ST10580,57.58,53.07,36.48,0,2,Not Placed
ST10581,54.63,27.47,37.65,0,0,Not Placed
ST10582,55.48,48.18,50.71,2,0,Not Placed
ST10583,61.58,56.67,35.86,1,0,Not Placed
ST10584,51.96,38.48,57.46,0,3,Placed
ST10585,57.39,53.66,42.74,0,0,Not Placed
ST10586,66.74,55.15,64.15,3,1,Not Placed
ST10587,42.44,52.44,43.91,1,3,Placed
ST10588,50.86,34.66,42.89,1,2,Not Placed
ST10589,56.23,32.57,46.08,0,3,Not Placed
ST10590,67.7,70.31,63.43,3,0,Placed
ST10591,50.84,29.85,44.22,0,1,Not Placed
ST10592,58.52,58.86,59.98,1,0,Not Placed
ST10593,65.95,54.67,70.92,2,1,Placed
ST10594,59.04,60.52,51.87,0,2,Placed
ST10595,63.22,48.61,53.48,2,1,Not Placed
ST10596,50.04,64.76,48.17,3,0,Placed
ST10597,62.45,54.55,35.74,0,0,Not Placed
ST10598,70.98,46.22,45.99,1,1,Not Placed
ST10599,40.72,34.55,26.07,0,0,Not Placed
ST10600,66.23,48.36,42.72,0,0,Not Placed
ST10601,53.83,42.82,37.24,0,0,Not Placed
ST10602,66.54,55.29,35.1,1,0,Not Placed
ST10603,65.78,29.5,42.38,0,0,Not Placed
ST10604,54.01,49.52,40.76,0,0,Placed
ST10605,62.68,47.4,46.61,2,1,Not Placed
ST10606,52.28,43.19,56.88,1,0,Not Placed
ST10607,56.74,49.57,62.41,3,1,Not Placed
ST10608,39.78,45.68,47.05,2,0,Not Placed
ST10609,47.65,39.91,38.55,0,1,Not Placed
ST10610,58.9,34.82,61.47,2,3,Not Placed
ST10611,56.16,51.85,45.04,2,0,Not Placed
ST10612,60.8,44.58,58.61,2,0,Not Placed
ST10613,66.04,58.98,31.51,0,0,Not Placed
ST10614,49.06,39.2,32.7,0,1,Placed
ST10615,61.71,27.88,39.25,0,1,Not Placed
ST10616,54.92,46.65,32.08,0,0,Placed
ST10617,59.31,54.56,52.57,2,0,Not Placed
ST10618,53.33,53.67,45.56,1,1,Placed
ST10619,59.0,53.76,70.49,3,0,Placed
ST10620,66.55,44.63,61.28,2,3,Not Placed
ST10621,54.03,58.52,61.58,3,1,Not Placed
ST10622,38.03,55.88,44.31,0,3,Placed
ST10623,50.89,58.92,40.76,1,1,Placed
ST10624,62.3,38.72,52.89,2,0,Not Placed
ST10625,62.3,47.16,61.59,3,0,Not Placed
ST10626,68.74,47.43,45.24,0,1,Not Placed
ST10627,45.53,33.79,46.9,2,2,Not Placed
ST10628,63.14,56.02,31.6,0,2,Placed
ST10629,60.03,53.22,37.07,0,0,Placed
ST10630,64.7,49.4,38.81,0,0,Placed
ST10631,57.4,51.56,41.51,1,1,Placed
ST10632,56.5,21.03,42.25,2,1,Not Placed
ST10633,58.38,44.17,58.48,1,1,Not Placed
ST10634,68.65,54.96,43.64,1,0,Not Placed
ST10635,65.68,50.58,25.2,0,0,Not Placed
ST10636,48.57,44.39,33.85,0,1,Not Placed
ST10637,56.6,42.95,54.09,0,3,Placed
ST10638,62.18,46.5,43.75,2,1,Not Placed
ST10639,48.56,46.15,36.39,1,0,Not Placed
ST10640,48.38,48.1,42.93,1,2,Placed
ST10641,59.41,55.17,39.0,0,0,Not Placed
ST10642,56.04,37.88,45.18,0,0,Not Placed
ST10643,63.8,40.49,37.95,0,1,Not Placed
ST10644,58.03,59.44,50.84,1,0,Placed
ST10645,50.31,54.35,47.22,1,1,Not Placed
ST10646,57.51,54.47,48.08,0,4,Placed
ST10647,46.73,52.3,59.75,3,2,Not Placed
ST10648,45.9,36.7,45.63,1,0,Not Placed
ST10649,39.95,34.57,20.17,0,1,Not Placed
ST10650,65.92,59.12,50.72,0,2,Not Placed
ST10651,68.31,45.47,37.62,1,0,Not Placed
ST10652,64.07,55.05,44.71,0,2,Not Placed
ST10653,44.13,68.45,59.41,2,1,Placed
ST10654,53.41,28.22,45.21,0,2,Not Placed
ST10655,51.88,56.48,52.07,1,1,Not Placed
ST10656,61.44,42.21,38.53,0,0,Not Placed
ST10657,71.43,42.42,59.12,1,4,Placed
ST10658,58.48,45.56,55.7,1,2,Placed
ST10659,56.29,34.06,35.93,1,1,Not Placed
ST10660,78.69,61.06,58.5,0,4,Placed
ST10661,65.47,43.91,29.35,0,1,Placed
ST10662,45.41,48.66,60.93,3,3,Placed
ST10663,63.28,63.28,52.1,0,3,Not Placed
ST10664,55.76,42.45,36.76,0,1,Not Placed
ST10665,56.2,45.58,35.32,0,0,Not Placed
ST10666,51.77,71.31,61.01,2,3,Placed
ST10667,61.26,32.62,36.53,0,3,Placed
ST10668,64.37,47.73,41.1,0,2,Not Placed
ST10669,41.61,47.0,36.03,0,0,Placed
ST10670,57.94,60.96,55.49,2,0,Not Placed
ST10671,46.68,40.26,21.64,0,0,Not Placed
ST10672,75.75,41.96,61.5,1,1,Placed
ST10673,63.71,52.69,57.25,1,2,Placed
ST10674,55.09,40.35,54.18,1,2,Not Placed
ST10675,40.67,47.0,55.86,1,3,Not Placed
ST10676,70.55,44.57,42.96,0,1,Not Placed
ST10677,66.67,43.22,32.27,0,0,Not Placed
ST10678,59.33,46.28,43.57,0,1,Placed
ST10679,51.18,35.06,38.49,0,0,Placed
ST10680,67.27,59.35,48.55,2,0,Placed
ST10681,45.43,32.34,31.7,0,0,Not Placed
ST10682,48.21,48.24,35.77,0,1,Not Placed
ST10683,52.8,55.03,55.87,1,3,Not Placed
ST10684,64.35,57.92,71.23,1,1,Placed
ST10685,51.27,49.45,27.36,0,2,Not Placed
ST10686,47.66,38.91,40.89,1,3,Not Placed
ST10687,55.37,50.23,55.43,2,0,Placed
ST10688,47.72,39.97,52.63,1,0,Not Placed
ST10689,53.87,44.35,50.45,1,1,Placed
ST10690,45.14,47.88,36.66,1,0,Not Placed
ST10691,56.66,53.19,50.18,0,1,Not Placed
ST10692,40.2,44.97,41.31,0,1,Not Placed
ST10693,43.65,39.12,38.43,1,0,Not Placed
ST10694,61.56,82.53,66.96,3,0,Placed
ST10695,47.49,32.81,55.4,2,0,Not Placed
ST10696,54.4,39.48,63.38,2,0,Not Placed
ST10697,56.9,48.45,30.56,0,0,Not Placed
ST10698,66.03,73.17,53.04,1,1,Placed
ST10699,50.14,45.09,42.82,0,1,Not Placed
ST10700,57.41,45.81,39.32,0,2,Not Placed
ST10701,62.4,56.79,37.94,1,0,Not Placed
ST10702,54.73,58.45,42.25,0,3,Not Placed
ST10703,61.81,69.4,57.46,2,0,Placed
ST10704,67.23,43.42,36.95,1,0,Placed
ST10705,65.7,57.49,50.6,3,0,Placed
ST10706,47.06,43.16,49.45,2,2,Not Placed
ST10707,74.55,63.14,54.43,1,1,Placed
ST10708,54.06,50.16,28.22,0,0,Placed
ST10709,55.18,45.52,49.28,1,0,Not Placed
ST10710,46.83,34.61,31.0,0,0,Not Placed
ST10711,57.59,54.44,40.74,1,0,Placed
ST10712,46.48,52.82,62.51,2,0,Not Placed
ST10713,55.87,47.01,31.37,1,0,Not Placed
ST10714,36.68,37.26,37.15,0,3,Not Placed
ST10715,59.99,32.5,45.47,0,4,Placed
ST10716,58.43,38.47,41.26,0,0,Not Placed
ST10717,68.03,43.28,39.56,0,0,Not Placed
ST10718,70.05,58.16,38.57,0,1,Not Placed
ST10719,51.14,64.72,49.94,2,1,Not Placed
ST10720,58.79,53.33,61.75,1,2,Placed
ST10721,53.85,53.39,48.89,2,0,Not Placed
ST10722,72.21,56.56,33.53,0,1,Placed
ST10723,68.47,55.55,49.55,1,0,Not Placed
ST10724,68.66,38.58,29.26,0,0,Not Placed
ST10725,69.25,41.39,45.0,1,0,Placed
ST10726,40.98,53.93,63.12,3,0,Placed
ST10727,62.49,40.54,53.2,0,1,Not Placed
ST10728,48.61,51.3,33.39,0,3,Not Placed
ST10729,52.13,42.71,44.36,0,0,Placed
ST10730,76.19,51.98,39.8,0,1,Not Placed
ST10731,66.77,30.81,38.87,0,2,Not Placed
ST10732,62.94,34.16,54.21,1,1,Not Placed
ST10733,50.73,46.48,34.65,0,2,Not Placed
ST10734,42.87,30.81,31.02,0,0,Not Placed
ST10735,69.12,39.74,41.13,0,1,Placed
ST10736,62.2,69.26,50.22,0,0,Placed
ST10737,55.01,43.95,26.31,0,1,Not Placed
ST10738,46.88,52.44,38.66,1,0,Placed
ST10739,61.88,51.27,43.77,1,0,Not Placed
ST10740,48.54,62.75,51.25,2,0,Placed
ST10741,48.18,24.09,36.79,0,1,Not Placed
ST10742,61.78,24.04,43.99,0,2,Not Placed
ST10743,40.3,45.49,38.98,1,0,Not Placed
ST10744,44.69,46.18,41.43,1,1,Placed
ST10745,30.54,29.13,25.29,0,1,Not Placed
ST10746,60.29,57.11,30.49,1,0,Not Placed
ST10747,60.23,55.73,41.94,0,0,Placed
ST10748,64.86,45.42,45.72,0,4,Not Placed
ST10749,59.03,40.45,36.94,0,4,Not Placed
ST10750,77.48,63.42,55.09,3,2,Placed
ST10751,49.98,39.45,31.1,0,0,Not Placed
ST10752,60.71,51.67,38.84,0,2,Not Placed
ST10753,45.41,40.2,42.2,1,0,Not Placed
ST10754,49.54,48.21,35.25,0,0,Not Placed
ST10755,58.62,47.93,48.66,0,3,Not Placed
ST10756,68.52,68.46,68.28,2,3,Not Placed
ST10757,51.57,20.51,45.42,2,0,Not Placed
ST10758,76.14,52.85,45.35,0,3,Not Placed
ST10759,54.15,39.99,37.34,0,2,Placed
ST10760,49.12,43.97,37.44,0,0,Not Placed
ST10761,60.51,37.44,41.9,0,1,Not Placed
ST10762,50.85,38.48,39.73,0,1,Not Placed
ST10763,42.24,32.57,31.73,0,1,Not Placed
ST10764,55.18,42.73,47.36,0,2,Not Placed
ST10765,59.86,49.45,64.11,2,0,Not Placed
ST10766,56.76,51.29,38.17,1,1,Not Placed
ST10767,54.83,23.85,24.34,0,0,Not Placed
ST10768,69.4,57.89,35.6,1,1,Not Placed
ST10769,64.42,48.65,46.91,0,2,Placed
ST10770,55.17,41.52,32.86,0,0,Not Placed
ST10771,61.06,38.83,37.1,0,0,Not Placed
ST10772,59.36,37.6,35.55,0,0,Not Placed
ST10773,44.68,31.34,37.55,0,1,Not Placed
ST10774,64.66,49.42,30.4,0,0,Not Placed
ST10775,47.76,61.01,46.5,0,1,Not Placed
ST10776,61.71,43.96,39.8,0,0,Placed
ST10777,57.85,31.08,43.29,0,0,Not Placed
ST10778,50.45,63.78,43.92,1,2,Placed
ST10779,59.49,24.84,33.66,0,0,Not Placed
ST10780,50.92,38.63,39.05,1,1,Not Placed
ST10781,70.1,47.52,42.82,0,3,Not Placed
ST10782,62.77,56.05,43.18,0,2,Not Placed
ST10783,63.61,37.08,40.29,1,0,Placed
ST10784,68.27,42.11,54.38,1,3,Placed
ST10785,65.24,56.65,52.49,2,2,Placed
ST10786,58.05,50.82,56.69,0,2,Placed
ST10787,60.37,47.04,32.53,0,0,Not Placed
ST10788,57.11,36.17,41.61,1,0,Not Placed
ST10789,48.99,44.66,30.25,1,0,Not Placed
ST10790,49.02,45.62,54.52,1,2,Placed
ST10791,57.88,37.41,36.41,1,0,Not Placed
ST10792,65.01,43.51,50.7,0,1,Placed
ST10793,71.76,50.12,43.54,1,0,Not Placed
ST10794,66.75,66.95,45.05,1,0,Not Placed
ST10795,38.82,47.96,40.35,1,1,Not Placed
ST10796,48.08,46.03,49.24,2,2,Not Placed
ST10797,52.57,45.47,35.11,1,1,Not Placed
ST10798,66.4,52.62,65.29,2,2,Placed
ST10799,60.24,38.27,30.04,0,0,Not Placed
ST10800,76.37,54.16,42.96,1,1,Placed
ST10801,58.36,51.91,40.34,0,0,Placed
ST10802,61.56,47.34,57.79,1,1,Not Placed
ST10803,53.84,45.16,53.02,3,0,Not Placed
ST10804,54.97,57.19,38.25,0,0,Not Placed
ST10805,71.41,51.25,39.59,0,0,Placed
ST10806,64.06,42.64,40.78,0,0,Placed
ST10807,66.57,46.76,43.53,0,1,Not Placed
ST10808,70.87,35.34,37.91,0,1,Not Placed
ST10809,60.71,32.07,31.76,0,0,Not Placed
ST10810,39.28,28.66,46.77,0,3,Not Placed
ST10811,60.67,57.98,64.58,3,1,Not Placed
ST10812,52.02,30.44,27.52,0,2,Not Placed
ST10813,58.16,45.08,19.04,0,0,Not Placed
ST10814,66.41,37.0,68.88,3,1,Not Placed
ST10815,62.99,44.98,31.57,0,1,Not Placed
ST10816,49.22,44.36,23.53,0,0,Not Placed
ST10817,67.12,71.98,40.02,0,1,Placed
ST10818,56.67,45.8,55.23,1,2,Placed
ST10819,52.59,33.85,36.04,0,0,Not Placed
ST10820,57.93,51.87,37.76,1,1,Not Placed
ST10821,60.79,45.97,55.18,3,0,Not Placed
ST10822,44.55,33.08,29.55,0,1,Not Placed
ST10823,54.42,39.02,30.04,0,0,Not Placed
ST10824,71.31,36.02,42.04,0,0,Not Placed
ST10825,57.89,53.68,42.97,1,0,Not Placed
ST10826,62.77,64.41,54.8,0,1,Not Placed
ST10827,54.39,55.8,39.24,0,1,Not Placed
ST10828,56.57,38.47,40.62,1,1,Not Placed
ST10829,46.9,60.07,56.22,1,0,Placed
ST10830,60.15,56.69,40.83,0,4,Not Placed
ST10831,54.26,59.59,27.41,0,1,Not Placed
ST10832,34.86,34.48,32.77,2,0,Not Placed
ST10833,68.29,37.7,22.34,0,0,Not Placed
ST10834,73.58,53.13,47.68,1,0,Not Placed
ST10835,63.98,53.61,36.06,0,0,Placed
ST10836,57.18,35.93,36.28,1,0,Not Placed
ST10837,53.83,35.81,56.81,2,1,Not Placed
ST10838,58.41,58.8,47.17,0,2,Not Placed
ST10839,73.1,49.03,55.86,2,0,Not Placed
ST10840,58.69,54.67,37.82,0,0,Not Placed
ST10841,50.89,37.27,54.67,2,0,Not Placed
ST10842,58.08,73.6,70.55,3,1,Not Placed
ST10843,61.31,48.78,34.95,0,0,Not Placed
ST10844,55.36,51.08,52.43,1,1,Not Placed
ST10845,51.06,40.39,41.45,0,0,Not Placed
ST10846,69.11,64.26,45.93,1,4,Not Placed
ST10847,78.33,63.23,33.11,0,0,Not Placed
ST10848,45.15,34.38,47.4,0,1,Not Placed
ST10849,60.58,60.91,42.45,1,1,Not Placed
ST10850,53.78,41.08,33.13,0,1,Not Placed
ST10851,49.0,23.3,24.86,0,0,Not Placed
ST10852,60.86,35.19,38.21,1,0,Not Placed
ST10853,58.92,71.42,56.69,2,0,Placed
ST10854,50.0,54.08,49.86,1,1,Not Placed
ST10855,67.18,46.14,30.49,1,1,Not Placed
ST10856,64.81,57.63,54.79,1,2,Placed
ST10857,66.82,71.28,46.18,1,0,Placed
ST10858,48.38,36.85,29.99,0,0,Placed
ST10859,62.38,42.23,37.06,0,0,Placed
ST10860,61.19,39.2,46.22,2,0,Placed
ST10861,59.59,58.32,56.82,1,2,Not Placed
ST10862,59.18,64.4,30.54,0,1,Not Placed
ST10863,55.19,50.25,52.14,1,3,Not Placed
ST10864,71.53,48.0,24.43,0,0,Not Placed
ST10865,55.96,46.22,39.08,2,0,Not Placed
ST10866,62.22,40.53,32.69,0,0,Not Placed
ST10867,49.34,33.31,34.57,1,0,Not Placed
ST10868,52.13,48.08,48.07,1,1,Placed
ST10869,52.76,65.54,35.36,1,0,Not Placed
ST10870,66.12,51.76,44.13,1,2,Placed
ST10871,70.0,44.62,48.72,0,0,Not Placed
ST10872,55.36,40.03,51.0,1,1,Not Placed
ST10873,59.6,65.44,60.72,2,0,Placed
ST10874,57.3,52.85,48.18,1,2,Not Placed
ST10875,59.61,42.18,39.63,2,1,Not Placed
ST10876,57.26,64.9,43.9,0,1,Not Placed
ST10877,61.63,54.64,54.91,2,1,Placed
ST10878,50.39,51.56,44.86,1,0,Not Placed
ST10879,59.64,56.01,53.88,0,1,Not Placed
ST10880,54.51,61.42,54.77,1,1,Placed
ST10881,67.93,66.83,34.76,0,0,Placed
ST10882,73.19,29.74,31.6,0,0,Not Placed
ST10883,58.34,56.02,77.88,3,0,Placed
ST10884,54.75,33.46,44.66,0,1,Placed
ST10885,67.1,43.5,47.79,1,0,Not Placed
ST10886,51.27,36.61,41.78,0,1,Placed
ST10887,54.54,55.52,49.46,1,1,Not Placed
ST10888,61.28,45.17,55.21,1,0,Not Placed
ST10889,55.77,38.14,41.38,1,1,Not Placed
ST10890,63.12,62.9,29.67,0,1,Not Placed
ST10891,42.83,46.08,43.75,1,0,Not Placed
ST10892,67.09,45.6,51.58,2,0,Placed
ST10893,58.14,49.41,42.9,1,0,Not Placed
ST10894,62.87,54.42,41.78,1,0,Not Placed
ST10895,52.23,31.27,39.23,1,1,Placed
ST10896,50.04,37.91,67.21,2,1,Not Placed
ST10897,44.19,56.78,36.17,0,0,Not Placed
ST10898,64.99,71.99,64.33,2,1,Placed
ST10899,43.27,55.89,34.05,0,1,Not Placed
ST10900,67.63,41.55,30.32,0,0,Not Placed
ST10901,85.32,55.89,51.09,0,1,Placed
ST10902,57.53,52.3,45.32,1,2,Not Placed
ST10903,55.18,54.41,40.37,0,0,Not Placed
ST10904,50.77,31.75,48.16,0,1,Not Placed
ST10905,62.98,45.42,39.34,0,0,Not Placed
ST10906,69.81,49.99,30.56,0,1,Not Placed
ST10907,41.45,34.1,41.79,0,1,Not Placed
ST10908,78.2,40.02,46.81,0,0,Placed
ST10909,49.79,37.69,59.49,2,0,Not Placed
ST10910,53.77,56.65,39.84,0,0,Not Placed
ST10911,59.19,60.09,30.59,0,0,Not Placed
ST10912,74.08,76.35,46.32,0,0,Placed
ST10913,66.35,55.73,63.56,2,1,Not Placed
ST10914,72.51,53.38,57.06,1,0,Not Placed
ST10915,70.17,51.21,51.88,0,3,Placed
ST10916,53.96,56.17,64.29,2,0,Not Placed
ST10917,66.75,58.19,40.74,1,0,Not Placed
ST10918,58.58,35.42,53.81,1,0,Placed
ST10919,78.22,69.39,64.71,2,0,Placed
ST10920,45.27,42.81,54.65,2,0,Not Placed
ST10921,58.65,32.8,31.68,0,2,Not Placed
ST10922,59.28,35.55,24.85,0,0,Not Placed
ST10923,63.12,46.4,32.51,1,0,Not Placed
ST10924,53.52,28.3,40.79,0,0,Not Placed
ST10925,48.12,58.14,36.96,2,1,Not Placed
ST10926,55.51,60.87,42.34,0,1,Not Placed
ST10927,52.56,32.1,59.71,1,3,Not Placed
ST10928,53.91,32.49,53.25,1,1,Placed
ST10929,50.91,37.33,50.94,2,2,Not Placed
ST10930,40.24,37.82,16.93,0,0,Not Placed
ST10931,43.29,36.02,35.04,0,3,Not Placed
ST10932,63.27,60.05,71.64,3,3,Placed
ST10933,64.49,53.5,25.61,0,0,Placed
ST10934,64.44,48.71,42.71,1,1,Not Placed
ST10935,67.42,29.9,33.35,0,0,Placed
ST10936,65.1,41.06,52.85,1,1,Placed
ST10937,53.94,42.65,42.23,1,3,Not Placed
ST10938,53.41,41.84,50.59,2,2,Not Placed
ST10939,52.83,55.2,33.75,0,0,Not Placed
ST10940,52.49,56.22,31.32,0,0,Not Placed
ST10941,49.23,51.12,39.0,1,1,Not Placed
ST10942,45.83,30.38,24.38,0,0,Not Placed
ST10943,50.49,58.96,41.73,0,2,Not Placed
ST10944,54.61,55.88,29.21,0,0,Not Placed
ST10945,47.11,51.93,38.01,1,1,Placed
ST10946,67.68,54.75,51.25,0,1,Placed
ST10947,55.33,29.65,39.51,0,0,Not Placed
ST10948,53.15,33.75,33.04,0,1,Not Placed
ST10949,58.05,60.01,54.47,1,0,Placed
ST10950,57.33,62.16,47.34,1,1,Placed
ST10951,58.54,64.85,47.22,2,0,Placed
ST10952,50.47,47.94,31.93,1,0,Not Placed
ST10953,53.06,30.57,45.79,0,1,Not Placed
ST10954,46.41,45.71,59.06,2,2,Not Placed
ST10955,56.74,76.4,51.98,1,1,Placed
ST10956,72.18,69.81,46.61,2,3,Placed
ST10957,57.15,56.98,57.23,1,1,Not Placed
ST10958,51.26,41.44,42.5,0,0,Not Placed
ST10959,64.05,51.91,38.3,0,2,Not Placed
ST10960,56.34,52.19,47.08,0,1,Placed
ST10961,59.87,56.06,49.79,1,0,Placed
ST10962,55.56,51.67,68.34,3,3,Placed
ST10963,58.29,44.31,35.43,0,1,Placed
ST10964,57.04,55.05,33.02,0,1,Not Placed
ST10965,61.93,44.04,34.63,0,0,Not Placed
ST10966,36.41,43.88,61.82,2,3,Not Placed
ST10967,75.29,55.56,36.05,0,0,Not Placed
ST10968,62.31,50.98,37.83,0,0,Not Placed
ST10969,59.85,53.26,49.37,1,1,Placed
ST10970,50.87,20.66,32.29,0,1,Not Placed
ST10971,69.05,19.18,53.92,0,2,Not Placed
ST10972,62.3,28.98,43.98,1,0,Not Placed
ST10973,50.73,61.79,35.2,0,0,Not Placed
ST10974,68.28,47.15,45.95,1,0,Not Placed
ST10975,74.86,47.44,39.74,0,1,Not Placed
ST10976,53.01,67.24,61.51,2,2,Not Placed
ST10977,67.69,45.49,29.1,0,1,Not Placed
ST10978,61.97,63.9,48.05,1,3,Not Placed
ST10979,48.41,39.82,27.29,0,2,Not Placed
ST10980,55.82,46.7,17.53,0,0,Not Placed
ST10981,60.34,46.43,61.66,1,3,Not Placed
ST10982,57.54,33.41,41.66,1,0,Placed
ST10983,60.26,41.22,46.71,0,0,Placed
ST10984,47.84,33.51,39.44,0,0,Not Placed
ST10985,60.35,40.69,33.09,1,0,Not Placed
ST10986,79.18,35.04,43.05,0,0,Not Placed
ST10987,49.93,33.02,40.08,1,0,Not Placed
ST10988,61.79,51.8,41.08,1,0,Not Placed
ST10989,52.69,79.58,47.8,1,0,Placed
ST10990,45.06,36.79,24.62,0,1,Not Placed
ST10991,62.77,38.99,37.28,0,1,Placed
ST10992,61.79,47.09,42.08,1,0,Not Placed
ST10993,51.58,55.39,40.6,0,0,Placed
ST10994,65.03,49.31,50.84,1,0,Placed
ST10995,71.69,51.63,40.31,0,1,Placed
ST10996,47.23,42.37,32.04,1,0,Not Placed
ST10997,51.12,55.31,52.4,2,1,Placed
ST10998,54.15,46.9,49.02,0,1,Not Placed
ST10999,66.48,49.98,47.7,0,0,Placed
ST11000,54.59,61.77,67.59,2,1,Placed
