StudentID,Semester,AttendancePercentage
ST10318,2,84.58
ST10318,3,77.71
ST10318,4,92.8
ST10319,1,100.0
ST10319,2,90.45
ST10319,3,85.37
ST10319,4,83.47
ST10320,1,80.77
ST10320,2,87.18
ST10320,3,78.87
ST10320,4,81.06
ST10321,1,84.46
ST10321,2,73.36
ST10321,3,92.67
ST10321,4,84.34
ST10322,1,67.06
ST10322,2,99.09
ST10322,3,74.53
ST10322,4,86.27
ST10323,1,90.38
ST10323,2,73.32
ST10323,3,74.83
ST10323,4,87.69
ST10324,1,79.77
ST10324,2,87.91
ST10324,3,88.75
ST10324,4,93.42
ST10325,1,90.56
ST10325,2,85.21
ST10325,3,80.37
ST10325,4,88.9
ST10326,1,69.15
ST10326,2,98.16
ST10326,3,70.3
ST10326,4,86.95
ST10327,1,74.11
ST10327,2,77.67
ST10327,3,84.65
ST10327,4,82.51
ST10328,1,78.8
ST10328,2,62.15
ST10328,3,80.75
ST10328,4,94.34
ST10329,1,94.89
ST10329,2,73.28
ST10329,3,92.54
ST10329,4,69.44
ST10330,1,81.26
ST10330,2,79.05
ST10330,3,92.27
ST10330,4,79.94
ST10331,1,89.03
ST10331,2,63.8
ST10331,3,91.12
ST10331,4,85.81
ST10332,1,86.18
ST10332,2,71.96
ST10332,3,77.25
ST10332,4,89.64
ST10333,1,65.86
ST10333,2,69.87
ST10333,3,87.64
ST10333,4,87.98
ST10334,1,88.05
ST10334,2,100.0
ST10334,3,94.62
ST10334,4,83.91
ST10335,1,78.85
ST10335,2,72.82
ST10335,3,80.9
ST10335,4,99.92
ST10336,1,79.09
ST10336,2,71.69
ST10336,3,67.5
ST10336,4,80.58
ST10337,1,93.2
ST10337,2,92.28
ST10337,3,80.15
ST10337,4,77.09
ST10338,1,72.38
ST10338,2,78.05
ST10338,3,66.2
ST10338,4,75.44
ST10339,1,60.94
ST10339,2,83.42
ST10339,3,79.04
ST10339,4,67.51
ST10340,1,58.6
ST10340,2,73.19
ST10340,3,67.04
ST10340,4,69.45
ST10341,1,93.28
ST10341,2,89.67
ST10341,3,82.93
ST10341,4,80.04
ST10342,1,73.35
ST10342,2,87.94
ST10342,3,85.35
ST10342,4,68.29
ST10343,1,69.49
ST10343,2,65.58
ST10343,3,70.55
ST10343,4,75.88
ST10344,1,66.99
ST10344,2,90.09
ST10344,3,78.27
ST10344,4,78.95
ST10345,1,95.84
ST10345,2,80.99
ST10345,3,83.59
ST10345,4,72.22
ST10346,1,75.43
ST10346,2,88.18
ST10346,3,95.87
ST10346,4,76.07
ST10347,1,89.69
ST10347,2,71.95
ST10347,3,79.35
ST10347,4,91.69
ST10348,1,71.47
ST10348,2,80.23
ST10348,3,98.36
ST10348,4,80.07
ST10349,1,100.0
ST10349,2,64.65
ST10349,3,93.51
ST10349,4,55.03
ST10350,1,75.45
ST10350,2,88.5
ST10350,3,85.4
ST10350,4,72.76
ST10351,1,88.76
ST10351,2,85.68
ST10351,3,73.84
ST10351,4,73.03
ST10352,1,73.16
ST10352,2,90.56
ST10352,3,84.83
ST10352,4,91.5
ST10353,1,83.96
ST10353,2,71.21
ST10353,3,85.73
ST10353,4,90.53
ST10354,1,67.22
ST10354,2,93.84
ST10354,3,82.57
ST10354,4,100.0
ST10355,1,92.61
ST10355,2,88.78
ST10355,3,90.52
ST10355,4,68.69
ST10356,1,70.51
ST10356,2,75.53
ST10356,3,100.0
ST10356,4,73.19
ST10357,1,69.74
ST10357,2,64.29
ST10357,3,90.2
ST10357,4,81.9
ST10358,1,83.53
ST10358,2,85.35
ST10358,3,81.04
ST10358,4,89.23
ST10359,1,95.43
ST10359,2,73.45
ST10359,3,80.37
ST10359,4,79.09
ST10360,1,83.8
ST10360,2,76.61
ST10360,3,62.04
ST10360,4,80.04
ST10361,1,93.62
ST10361,2,70.0
ST10361,3,87.1
ST10361,4,80.19
ST10362,1,83.55
ST10362,2,96.28
ST10362,3,80.55
ST10362,4,94.88
ST10363,1,80.09
ST10363,2,81.7
ST10363,3,81.81
ST10363,4,89.29
ST10364,1,63.75
ST10364,2,72.23
ST10364,3,77.78
ST10364,4,76.63
ST10365,1,78.14
ST10365,2,77.82
ST10365,3,70.05
ST10365,4,78.41
ST10366,1,96.6
ST10366,2,95.09
ST10366,3,76.65
ST10366,4,100.0
ST10367,1,78.23
ST10367,2,57.9
ST10367,3,80.45
ST10367,4,85.58
ST10368,1,80.5
ST10368,2,75.48
ST10368,3,83.29
ST10368,4,71.57
ST10369,1,89.58
ST10369,2,94.73
ST10369,3,78.72
ST10369,4,90.01
ST10370,1,89.09
ST10370,2,66.1
ST10370,3,70.42
ST10370,4,80.46
ST10371,1,73.13
ST10371,2,83.13
ST10371,3,75.71
ST10371,4,73.74
ST10372,1,81.42
ST10372,2,84.92
ST10372,3,85.9
ST10372,4,92.46
ST10373,1,89.54
ST10373,2,95.33
ST10373,3,93.28
ST10373,4,94.76
ST10374,1,72.13
ST10374,2,78.34
ST10374,3,80.74
ST10374,4,71.53
ST10375,1,86.12
ST10375,2,83.95
ST10375,3,89.51
ST10375,4,84.3
ST10376,1,83.12
ST10376,2,93.69
ST10376,3,69.96
ST10376,4,89.48
ST10377,1,82.53
ST10377,2,67.13
ST10377,3,68.49
ST10377,4,96.76
ST10378,1,75.7
ST10378,2,67.92
ST10378,3,82.47
ST10378,4,83.4
ST10379,1,80.26
ST10379,2,89.45
ST10379,3,100.0
ST10379,4,78.31
ST10380,1,81.65
ST10380,2,82.23
ST10380,3,89.7
ST10380,4,76.55
ST10381,1,55.81
ST10381,2,87.55
ST10381,3,73.8
ST10381,4,84.87
ST10382,1,74.1
ST10382,2,86.82
ST10382,3,95.09
ST10382,4,71.12
ST10383,1,75.5
ST10383,2,87.25
ST10383,3,83.35
ST10383,4,80.08
ST10384,1,91.74
ST10384,2,68.58
ST10384,3,76.53
ST10384,4,77.85
ST10385,1,75.09
ST10385,2,82.05
ST10385,3,75.19
ST10385,4,86.77
ST10386,1,74.51
ST10386,2,72.9
ST10386,3,72.67
ST10386,4,100.0
ST10387,1,68.55
ST10387,2,95.09
ST10387,3,91.63
ST10387,4,76.01
ST10388,1,76.16
ST10388,2,92.3
ST10388,3,86.76
ST10388,4,80.18
ST10389,1,78.58
ST10389,2,79.28
ST10389,3,83.62
ST10389,4,86.42
ST10390,1,86.05
ST10390,2,94.35
ST10390,3,81.97
ST10390,4,69.01
ST10391,1,81.36
ST10391,2,73.72
ST10391,3,97.75
ST10391,4,73.58
ST10392,1,92.17
ST10392,2,96.47
ST10392,3,83.23
ST10392,4,76.95
ST10393,1,79.42
ST10393,2,62.15
ST10393,3,70.68
ST10393,4,74.79
ST10394,1,76.05
ST10394,2,98.88
ST10394,3,85.66
ST10394,4,95.91
ST10395,1,82.44
ST10395,2,94.15
ST10395,3,81.65
ST10395,4,78.76
ST10396,1,78.66
ST10396,2,85.12
ST10396,3,92.24
ST10396,4,80.54
ST10397,1,90.28
ST10397,2,65.58
ST10397,3,100.0
ST10397,4,93.09
ST10398,1,93.53
ST10398,2,86.91
ST10398,3,84.06
ST10398,4,87.04
ST10399,1,94.31
ST10399,2,78.17
ST10399,3,95.85
ST10399,4,78.63
ST10400,1,52.8
ST10400,2,81.72
ST10400,3,64.57
ST10400,4,88.02
ST10401,1,80.46
ST10401,2,69.64
ST10401,3,79.55
ST10401,4,95.09
ST10402,1,75.73
ST10402,2,95.0
ST10402,3,90.15
ST10402,4,97.03
ST10403,1,78.2
ST10403,2,87.77
ST10403,3,75.31
ST10403,4,73.17
ST10404,1,80.17
ST10404,2,80.42
ST10404,3,83.96
ST10404,4,80.43
ST10405,1,80.68
ST10405,2,87.44
ST10405,3,64.06
ST10405,4,75.62
ST10406,1,88.13
ST10406,2,77.21
ST10406,3,96.96
ST10406,4,89.01
ST10407,1,71.52
ST10407,2,82.89
ST10407,3,85.03
ST10407,4,85.68
ST10408,1,76.61
ST10408,2,74.43
ST10408,3,88.27
ST10408,4,81.24
ST10409,1,74.48
ST10409,2,83.91
ST10409,3,76.51
ST10409,4,70.86
ST10410,1,80.3
ST10410,2,68.38
ST10410,3,74.3
ST10410,4,98.2
ST10411,1,72.84
ST10411,2,91.12
ST10411,3,75.21
ST10411,4,70.88
ST10412,1,83.49
ST10412,2,97.25
ST10412,3,94.85
ST10412,4,100.0
ST10413,1,85.86
ST10413,2,84.43
ST10413,3,67.41
ST10413,4,93.22
ST10414,1,80.7
ST10414,2,77.34
ST10414,3,81.06
ST10414,4,77.06
ST10415,1,82.11
ST10415,2,100.0
ST10415,3,77.13
ST10415,4,85.15
ST10416,1,74.72
ST10416,2,85.22
ST10416,3,88.01
ST10416,4,73.26
ST10417,1,56.34
ST10417,2,92.8
ST10417,3,68.62
ST10417,4,77.86
ST10418,1,67.24
ST10418,2,97.62
ST10418,3,99.5
ST10418,4,93.3
ST10419,1,88.73
ST10419,2,89.84
ST10419,3,68.76
ST10419,4,85.1
ST10420,1,71.53
ST10420,2,84.55
ST10420,3,88.31
ST10420,4,89.45
ST10421,1,96.88
ST10421,2,72.5
ST10421,3,66.14
ST10421,4,98.03
ST10422,1,77.59
ST10422,2,76.71
ST10422,3,76.79
ST10422,4,80.36
ST10423,1,80.08
ST10423,2,70.72
ST10423,3,83.8
ST10423,4,85.41
ST10424,1,71.34
ST10424,2,82.89
ST10424,3,63.12
ST10424,4,92.46
ST10425,1,78.2
ST10425,2,81.05
ST10425,3,72.47
ST10425,4,83.58
ST10426,1,88.79
ST10426,2,100.0
ST10426,3,83.16
ST10426,4,84.05
ST10427,1,74.52
ST10427,2,71.68
ST10427,3,75.38
ST10427,4,94.37
ST10428,1,87.7
ST10428,2,76.19
ST10428,3,76.12
ST10428,4,72.05
ST10429,1,86.68
ST10429,2,94.03
ST10429,3,79.36
ST10429,4,61.32
ST10430,1,89.78
ST10430,2,79.53
ST10430,3,75.92
ST10430,4,91.93
ST10431,1,84.32
ST10431,2,77.74
ST10431,3,81.8
ST10431,4,64.92
ST10432,1,79.1
ST10432,2,84.96
ST10432,3,83.28
ST10432,4,80.91
ST10433,1,73.29
ST10433,2,74.39
ST10433,3,94.1
ST10433,4,86.14
ST10434,1,87.15
ST10434,2,78.44
ST10434,3,81.41
ST10434,4,89.3
ST10435,1,82.89
ST10435,2,92.36
ST10435,3,90.57
ST10435,4,82.18
ST10436,1,88.11
ST10436,2,72.54
ST10436,3,92.43
ST10436,4,79.39
ST10437,1,75.22
ST10437,2,85.34
ST10437,3,81.62
ST10437,4,75.57
ST10438,1,80.7
ST10438,2,73.63
ST10438,3,94.06
ST10438,4,76.05
ST10439,1,75.78
ST10439,2,76.72
ST10439,3,79.34
ST10439,4,73.12
ST10440,1,69.69
ST10440,2,86.36
ST10440,3,64.29
ST10440,4,88.29
ST10441,1,79.69
ST10441,2,84.5
ST10441,3,90.3
ST10441,4,82.94
ST10442,1,83.2
ST10442,2,83.98
ST10442,3,83.2
ST10442,4,75.15
ST10443,1,97.97
ST10443,2,88.45
ST10443,3,96.32
ST10443,4,91.47
ST10444,1,67.28
ST10444,2,74.73
ST10444,3,66.6
ST10444,4,85.39
ST10445,1,83.06
ST10445,2,61.76
ST10445,3,98.46
ST10445,4,69.89
ST10446,1,69.74
ST10446,2,86.87
ST10446,3,79.88
ST10446,4,91.89
ST10447,1,77.7
ST10447,2,73.21
ST10447,3,93.95
ST10447,4,86.43
ST10448,1,73.01
ST10448,2,73.54
ST10448,3,90.24
ST10448,4,68.89
ST10449,1,69.89
ST10449,2,78.82
ST10449,3,81.99
ST10449,4,95.64
ST10450,1,78.52
ST10450,2,77.18
ST10450,3,69.6
ST10450,4,75.09
ST10451,1,78.06
ST10451,2,83.28
ST10451,3,86.08
ST10451,4,84.66
ST10452,1,69.65
ST10452,2,84.1
ST10452,3,80.61
ST10452,4,86.8
ST10453,1,77.77
ST10453,2,72.64
ST10453,3,91.24
ST10453,4,80.62
ST10454,1,91.82
ST10454,2,70.46
ST10454,3,77.77
ST10454,4,94.7
ST10455,1,72.36
ST10455,2,67.06
ST10455,3,67.37
ST10455,4,65.63
ST10456,1,85.17
ST10456,2,94.5
ST10456,3,70.32
ST10456,4,79.53
ST10457,1,89.0
ST10457,2,69.45
ST10457,3,63.41
ST10457,4,66.8
ST10458,1,79.3
ST10458,2,70.21
ST10458,3,54.82
ST10458,4,100.0
ST10459,1,81.49
ST10459,2,81.51
ST10459,3,87.57
ST10459,4,75.97
ST10460,1,55.43
ST10460,2,100.0
ST10460,3,84.12
ST10460,4,69.69
ST10461,1,63.43
ST10461,2,75.5
ST10461,3,93.99
ST10461,4,88.82
ST10462,1,94.33
ST10462,2,65.43
ST10462,3,92.38
ST10462,4,87.55
ST10463,1,73.19
ST10463,2,80.62
ST10463,3,66.34
ST10463,4,72.41
ST10464,1,78.02
ST10464,2,94.1
ST10464,3,75.81
ST10464,4,71.95
ST10465,1,73.84
ST10465,2,83.09
ST10465,3,75.15
ST10465,4,70.77
ST10466,1,100.0
ST10466,2,67.59
ST10466,3,86.69
ST10466,4,73.0
ST10467,1,77.81
ST10467,2,81.36
ST10467,3,72.83
ST10467,4,82.95
ST10468,1,89.58
ST10468,2,90.92
ST10468,3,74.22
ST10468,4,83.08
ST10469,1,82.51
ST10469,2,77.69
ST10469,3,78.58
ST10469,4,84.93
ST10470,1,66.47
ST10470,2,83.85
ST10470,3,97.2
ST10470,4,95.56
ST10471,1,92.69
ST10471,2,85.44
ST10471,3,85.91
ST10471,4,82.34
ST10472,1,75.55
ST10472,2,75.06
ST10472,3,100.0
ST10472,4,80.43
ST10473,1,90.29
ST10473,2,64.42
ST10473,3,85.06
ST10473,4,92.89
ST10474,1,76.94
ST10474,2,78.46
ST10474,3,87.57
ST10474,4,73.62
ST10475,1,85.98
ST10475,2,76.19
ST10475,3,72.05
ST10475,4,94.99
ST10476,1,74.57
ST10476,2,78.87
ST10476,3,76.13
ST10476,4,61.39
ST10477,1,66.4
ST10477,2,64.42
ST10477,3,89.38
ST10477,4,74.9
ST10478,1,77.24
ST10478,2,85.04
ST10478,3,86.15
ST10478,4,75.07
ST10479,1,84.24
ST10479,2,74.62
ST10479,3,71.13
ST10479,4,85.45
ST10480,1,79.41
ST10480,2,87.12
ST10480,3,74.65
ST10480,4,82.53
ST10481,1,87.27
ST10481,2,93.22
ST10481,3,74.73
ST10481,4,100.0
ST10482,1,86.3
ST10482,2,78.49
ST10482,3,73.24
ST10482,4,88.52
ST10483,1,94.1
ST10483,2,78.94
ST10483,3,84.65
ST10483,4,66.33
ST10484,1,100.0
ST10484,2,69.3
ST10484,3,82.61
ST10484,4,96.67
ST10485,1,83.49
ST10485,2,86.19
ST10485,3,100.0
ST10485,4,89.29
ST10486,1,80.95
ST10486,2,87.22
ST10486,3,77.51
ST10486,4,75.38
ST10487,1,82.64
ST10487,2,70.54
ST10487,3,81.42
ST10487,4,77.28
ST10488,1,80.71
ST10488,2,81.74
ST10488,3,76.4
ST10488,4,79.73
ST10489,1,69.71
ST10489,2,63.96
ST10489,3,95.46
ST10489,4,74.78
ST10490,1,94.88
ST10490,2,81.31
ST10490,3,86.94
ST10490,4,73.04
ST10491,1,77.92
ST10491,2,71.39
ST10491,3,74.53
ST10491,4,80.56
ST10492,1,84.42
ST10492,2,78.69
ST10492,3,64.03
ST10492,4,78.9
ST10493,1,71.55
ST10493,2,97.03
ST10493,3,68.11
ST10493,4,77.89
ST10494,1,83.32
ST10494,2,91.98
ST10494,3,78.82
ST10494,4,72.42
ST10495,1,87.62
ST10495,2,66.91
ST10495,3,70.88
ST10495,4,75.24
ST10496,1,72.74
ST10496,2,92.63
ST10496,3,67.17
ST10496,4,82.31
ST10497,1,88.48
ST10497,2,90.78
ST10497,3,100.0
ST10497,4,84.6
ST10498,1,72.6
ST10498,2,81.08
ST10498,3,84.97
ST10498,4,73.48
ST10499,1,79.66
ST10499,2,73.31
ST10499,3,69.13
ST10499,4,76.19
ST10500,1,85.39
ST10500,2,77.75
ST10500,3,77.38
ST10500,4,78.32
ST10501,1,85.22
ST10501,2,75.34
ST10501,3,76.89
ST10501,4,88.38
ST10502,1,92.7
ST10502,2,83.42
ST10502,3,72.05
ST10502,4,100.0
ST10503,1,94.53
ST10503,2,86.32
ST10503,3,86.49
ST10503,4,88.46
ST10504,1,92.84
ST10504,2,91.1
ST10504,3,77.41
ST10504,4,89.38
ST10505,1,97.36
ST10505,2,95.0
ST10505,3,86.89
ST10505,4,82.28
ST10506,1,91.57
ST10506,2,91.53
ST10506,3,87.24
ST10506,4,76.76
ST10507,1,89.54
ST10507,2,70.99
ST10507,3,87.06
ST10507,4,93.96
ST10508,1,86.83
ST10508,2,76.53
ST10508,3,80.68
ST10508,4,95.64
ST10509,1,89.67
ST10509,2,79.81
ST10509,3,98.71
ST10509,4,95.4
ST10510,1,70.7
ST10510,2,79.82
ST10510,3,100.0
ST10510,4,84.86
ST10511,1,83.53
ST10511,2,79.03
ST10511,3,100.0
ST10511,4,93.74
ST10512,1,65.83
ST10512,2,70.12
ST10512,3,76.74
ST10512,4,88.66
ST10513,1,91.18
ST10513,2,99.87
ST10513,3,88.38
ST10513,4,100.0
ST10514,1,74.45
ST10514,2,79.62
ST10514,3,95.05
ST10514,4,75.43
ST10515,1,68.39
ST10515,2,74.92
ST10515,3,75.05
ST10515,4,79.73
ST10516,1,78.88
ST10516,2,79.14
ST10516,3,70.43
ST10516,4,89.38
ST10517,1,60.7
ST10517,2,88.87
ST10517,3,93.31
ST10517,4,76.73
ST10518,1,86.5
ST10518,2,78.64
ST10518,3,69.14
ST10518,4,78.41
ST10519,1,78.7
ST10519,2,81.95
ST10519,3,94.25
ST10519,4,73.9
ST10520,1,73.84
ST10520,2,90.11
ST10520,3,78.1
ST10520,4,85.96
ST10521,1,70.37
ST10521,2,68.0
ST10521,3,72.1
ST10521,4,83.15
ST10522,1,71.18
ST10522,2,82.71
ST10522,3,91.15
ST10522,4,67.63
ST10523,1,83.68
ST10523,2,87.12
ST10523,3,78.5
ST10523,4,76.01
ST10524,1,85.17
ST10524,2,67.32
ST10524,3,81.61
ST10524,4,81.91
ST10525,1,86.67
ST10525,2,84.05
ST10525,3,68.86
ST10525,4,78.13
ST10526,1,85.44
ST10526,2,84.55
ST10526,3,86.05
ST10526,4,90.23
ST10527,1,68.18
ST10527,2,100.0
ST10527,3,77.55
ST10527,4,90.62
ST10528,1,67.98
ST10528,2,95.52
ST10528,3,75.89
ST10528,4,63.91
ST10529,1,86.34
ST10529,2,92.03
ST10529,3,73.6
ST10529,4,77.68
ST10530,1,85.02
ST10530,2,58.05
ST10530,3,76.08
ST10530,4,90.36
ST10531,1,69.46
ST10531,2,100.0
ST10531,3,84.66
ST10531,4,100.0
ST10532,1,77.95
ST10532,2,60.53
ST10532,3,77.55
ST10532,4,76.13
ST10533,1,63.56
ST10533,2,74.05
ST10533,3,84.19
ST10533,4,72.19
ST10534,1,80.18
ST10534,2,69.24
ST10534,3,76.45
ST10534,4,80.42
ST10535,1,85.19
ST10535,2,82.09
ST10535,3,85.53
ST10535,4,77.88
ST10536,1,66.23
ST10536,2,100.0
ST10536,3,79.39
ST10536,4,86.45
ST10537,1,79.18
ST10537,2,78.64
ST10537,3,73.28
ST10537,4,62.12
ST10538,1,69.83
ST10538,2,73.17
ST10538,3,71.26
ST10538,4,71.61
ST10539,1,93.06
ST10539,2,71.0
ST10539,3,90.74
ST10539,4,95.69
ST10540,1,75.8
ST10540,2,77.18
ST10540,3,89.96
ST10540,4,83.54
ST10541,1,77.82
ST10541,2,77.61
ST10541,3,82.82
ST10541,4,75.79
ST10542,1,82.37
ST10542,2,75.93
ST10542,3,81.73
ST10542,4,61.82
ST10543,1,86.61
ST10543,2,67.65
ST10543,3,85.34
ST10543,4,94.37
ST10544,1,87.79
ST10544,2,87.42
ST10544,3,82.84
ST10544,4,74.12
ST10545,1,95.2
ST10545,2,79.41
ST10545,3,83.84
ST10545,4,89.38
ST10546,1,76.13
ST10546,2,94.97
ST10546,3,87.43
ST10546,4,92.92
ST10547,1,79.05
ST10547,2,87.63
ST10547,3,82.58
ST10547,4,60.0
ST10548,1,74.4
ST10548,2,78.19
ST10548,3,84.7
ST10548,4,72.77
ST10549,1,77.49
ST10549,2,79.96
ST10549,3,85.05
ST10549,4,64.87
ST10550,1,84.95
ST10550,2,80.03
ST10550,3,78.67
ST10550,4,58.33
ST10551,1,93.6
ST10551,2,96.41
ST10551,3,71.35
ST10551,4,85.5
ST10552,1,90.26
ST10552,2,86.23
ST10552,3,66.27
ST10552,4,73.9
ST10553,1,80.41
ST10553,2,87.83
ST10553,3,80.88
ST10553,4,73.06
ST10554,1,84.86
ST10554,2,64.79
ST10554,3,92.62
ST10554,4,100.0
ST10555,1,78.47
ST10555,2,62.36
ST10555,3,88.44
ST10555,4,81.19
ST10556,1,89.25
ST10556,2,62.1
ST10556,3,90.21
ST10556,4,73.86
ST10557,1,74.24
ST10557,2,80.72
ST10557,3,83.48
ST10557,4,74.94
ST10558,1,79.58
ST10558,2,74.72
ST10558,3,95.15
ST10558,4,90.06
ST10559,1,77.72
ST10559,2,74.51
ST10559,3,87.36
ST10559,4,70.68
ST10560,1,74.23
ST10560,2,71.88
ST10560,3,93.72
ST10560,4,73.91
ST10561,1,100.0
ST10561,2,77.21
ST10561,3,63.61
ST10561,4,80.93
ST10562,1,87.4
ST10562,2,79.41
ST10562,3,86.37
ST10562,4,88.12
ST10563,1,65.8
ST10563,2,87.62
ST10563,3,80.39
ST10563,4,82.91
ST10564,1,83.93
ST10564,2,100.0
ST10564,3,75.7
ST10564,4,93.77
ST10565,1,70.58
ST10565,2,78.76
ST10565,3,89.15
ST10565,4,59.56
ST10566,1,78.06
ST10566,2,80.71
ST10566,3,76.53
ST10566,4,77.8
ST10567,1,80.56
ST10567,2,71.0
ST10567,3,86.96
ST10567,4,82.06
ST10568,1,81.65
ST10568,2,86.33
ST10568,3,98.56
ST10568,4,84.31
ST10569,1,87.02
ST10569,2,78.65
ST10569,3,74.54
ST10569,4,73.18
ST10570,1,100.0
ST10570,2,90.42
ST10570,3,80.96
ST10570,4,80.99
ST10571,1,85.09
ST10571,2,93.78
ST10571,3,95.41
ST10571,4,78.65
ST10572,1,84.49
ST10572,2,75.37
ST10572,3,86.17
ST10572,4,81.15
ST10573,1,87.48
ST10573,2,87.79
ST10573,3,69.1
ST10573,4,75.58
ST10574,1,79.83
ST10574,2,90.89
ST10574,3,77.67
ST10574,4,87.69
ST10575,1,79.11
ST10575,2,83.74
ST10575,3,82.75
ST10575,4,72.4
ST10576,1,87.52
ST10576,2,77.75
ST10576,3,98.35
ST10576,4,91.23
ST10577,1,91.15
ST10577,2,93.31
ST10577,3,83.85
ST10577,4,92.68
ST10578,1,88.41
ST10578,2,88.78
ST10578,3,86.72
ST10578,4,75.22
ST10579,1,80.82
ST10579,2,80.95
ST10579,3,98.49
ST10579,4,100.0
ST10580,1,88.16
ST10580,2,77.48
ST10580,3,75.25
ST10580,4,88.95
ST10581,1,100.0
ST10581,2,81.39
ST10581,3,83.35
ST10581,4,92.39
ST10582,1,89.76
ST10582,2,80.97
ST10582,3,70.16
ST10582,4,85.38
ST10583,1,79.08
ST10583,2,72.07
ST10583,3,86.13
ST10583,4,71.79
ST10584,1,90.26
ST10584,2,79.55
ST10584,3,95.98
ST10584,4,71.5
ST10585,1,97.33
ST10585,2,63.09
ST10585,3,89.46
ST10585,4,70.08
ST10586,1,71.93
ST10586,2,79.3
ST10586,3,79.84
ST10586,4,91.63
ST10587,1,80.41
ST10587,2,76.37
ST10587,3,80.94
ST10587,4,81.5
ST10588,1,77.51
ST10588,2,81.72
ST10588,3,79.54
ST10588,4,89.25
ST10589,1,83.31
ST10589,2,71.89
ST10589,3,79.93
ST10589,4,87.68
ST10590,1,90.81
ST10590,2,89.2
ST10590,3,78.61
ST10590,4,92.72
ST10591,1,85.07
ST10591,2,92.62
ST10591,3,82.5
ST10591,4,76.58
ST10592,1,76.6
ST10592,2,84.51
ST10592,3,68.62
ST10592,4,78.75
ST10593,1,82.86
ST10593,2,90.81
ST10593,3,91.15
ST10593,4,84.8
ST10594,1,84.13
ST10594,2,92.54
ST10594,3,81.24
ST10594,4,97.76
ST10595,1,93.0
ST10595,2,81.39
ST10595,3,75.68
ST10595,4,93.17
ST10596,1,58.12
ST10596,2,73.89
ST10596,3,66.83
ST10596,4,74.48
ST10597,1,86.58
ST10597,2,65.39
ST10597,3,88.89
ST10597,4,90.99
ST10598,1,81.6
ST10598,2,71.8
ST10598,3,90.01
ST10598,4,77.91
ST10599,1,94.53
ST10599,2,54.52
ST10599,3,67.4
ST10599,4,86.49
ST10600,1,80.75
ST10600,2,95.92
ST10600,3,84.0
ST10600,4,82.17
ST10601,1,78.53
ST10601,2,99.35
ST10601,3,87.18
ST10601,4,86.71
ST10602,1,80.53
ST10602,2,80.56
ST10602,3,88.16
ST10602,4,87.85
ST10603,1,78.29
ST10603,2,91.73
ST10603,3,78.17
ST10603,4,100.0
ST10604,1,74.55
ST10604,2,74.78
ST10604,3,91.47
ST10604,4,83.71
ST10605,1,82.72
ST10605,2,75.75
ST10605,3,84.03
ST10605,4,79.7
ST10606,1,84.82
ST10606,2,78.33
ST10606,3,87.56
ST10606,4,62.87
ST10607,1,83.41
ST10607,2,84.04
ST10607,3,60.58
ST10607,4,87.88
ST10608,1,67.4
ST10608,2,73.67
ST10608,3,90.09
ST10608,4,69.95
ST10609,1,92.58
ST10609,2,73.48
ST10609,3,68.93
ST10609,4,85.71
ST10610,1,91.58
ST10610,2,80.87
ST10610,3,73.91
ST10610,4,84.23
ST10611,1,91.79
ST10611,2,70.89
ST10611,3,63.42
ST10611,4,91.06
ST10612,1,74.5
ST10612,2,76.68
ST10612,3,75.84
ST10612,4,80.1
ST10613,1,86.73
ST10613,2,70.91
ST10613,3,77.85
ST10613,4,82.77
ST10614,1,91.14
ST10614,2,88.81
ST10614,3,80.16
ST10614,4,82.0
ST10615,1,82.63
ST10615,2,88.33
ST10615,3,95.35
ST10615,4,87.61
ST10616,1,65.96
ST10616,2,81.93
ST10616,3,79.01
ST10616,4,78.3
ST10617,1,100.0
ST10617,2,72.47
ST10617,3,88.6
ST10617,4,63.13
ST10618,1,73.49
ST10618,2,95.86
ST10618,3,80.1
ST10618,4,82.45
ST10619,1,76.35
ST10619,2,87.08
ST10619,3,96.11
ST10619,4,63.24
ST10620,1,94.49
ST10620,2,93.0
ST10620,3,99.7
ST10620,4,86.77
ST10621,1,94.87
ST10621,2,68.03
ST10621,3,75.91
ST10621,4,84.08
ST10622,1,78.12
ST10622,2,78.21
ST10622,3,63.38
ST10622,4,79.52
ST10623,1,66.56
ST10623,2,88.9
ST10623,3,78.32
ST10623,4,77.37
ST10624,1,100.0
ST10624,2,86.36
ST10624,3,92.7
ST10624,4,100.0
ST10625,1,81.87
ST10625,2,71.43
ST10625,3,80.75
ST10625,4,88.27
ST10626,1,63.48
ST10626,2,87.78
ST10626,3,70.13
ST10626,4,77.14
ST10627,1,91.53
ST10627,2,80.99
ST10627,3,85.55
ST10627,4,88.37
ST10628,1,84.4
ST10628,2,98.61
ST10628,3,91.25
ST10628,4,90.79
ST10629,1,82.96
ST10629,2,85.4
ST10629,3,73.48
ST10629,4,91.92
ST10630,1,80.34
ST10630,2,76.66
ST10630,3,88.43
ST10630,4,65.02
ST10631,1,73.31
ST10631,2,80.73
ST10631,3,98.72
ST10631,4,84.4
ST10632,1,77.52
ST10632,2,81.45
ST10632,3,66.71
ST10632,4,65.69
ST10633,1,83.82
ST10633,2,86.4
ST10633,3,65.41
ST10633,4,79.3
ST10634,1,81.82
ST10634,2,87.74
ST10634,3,77.14
ST10634,4,91.26
ST10635,1,84.16
ST10635,2,79.07
ST10635,3,74.35
ST10635,4,95.91
